"Parasite","Host","ReferenceText","pmid","doi","title_pubMed"
"trichuris trichiura","macaca fuscata","Gotoh 2000","30545180","10.1007/BF02557598","Regional differences in the infection of wild Japanese macaques by gastrointestinal helminth parasites."
"trichuris trichiura","macaca fuscata","Horii et al. 1982",NA,NA,NA
"trichuris trichiura","macaca fuscata","Kagei and Hasegawa 1974",NA,NA,NA
"trichuris trichiura","macaca fuscata","Rivera and Kanbara 1999","10344544","10.1007/s004360050583","Detection of Entamoeba dispar DNA in macaque feces by polymerase chain reaction."
"trichuris trichiura","macaca fuscata","Tanaka and Nigi 1964",NA,NA,NA
"trichuris trichiura","macaca fuscata","MacIntosh et al. 2008",NA,NA,NA
"trichuris trichiura","macaca fuscata","Macintosh et al. 2010","20711744","10.1007/s10329-010-0211-9","Host age, sex, and reproductive seasonality affect nematode parasitism in wild Japanese macaques."
"trichuris trichiura","macaca fuscata","Hernandez et al. 2009",NA,NA,NA
"anatrichosoma sp.","macaca hecki","Gotoh et al. 2001",NA,NA,NA
"physaloptera sp.","macaca hecki","Gotoh et al. 2001",NA,NA,NA
"plasmodium sp.","macaca hecki","Gotoh et al. 2001",NA,NA,NA
"strongyloides fuelleborni","macaca hecki","Gotoh et al. 2001",NA,NA,NA
"trichuris trichiura","macaca hecki","Gotoh et al. 2001",NA,NA,NA
"primate t-lymphotropic virus 1","macaca maura","Ishikawa et al. 1987","2440820","10.1002/ijc.2910400219","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
"primate t-lymphotropic virus 1","macaca maura","Van Dooren et al. 2007","16931175","10.1016/j.meegid.2006.06.003","Phylogeny of primate T lymphotropic virus type 1 (PTLV-1) including various new Asian and African non-human primate strains."
"chikungunya","macaca mulatta","Zhang et al. 1989",NA,NA,NA
"macaca mulatta polyomavirus 1","macaca mulatta","Jones-Engel et al. 2006","16707044","10.3201/eid1206.060030","Temple monkeys and health implications of commensalism, Kathmandu, Nepal."
"macaca mulatta polyomavirus 1","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"brugia malayi","macaca mulatta","Sandosham et al. 1962",NA,NA,NA
"cyclospora cayetanensis","macaca mulatta","Chu et al., 2004","15516629","10.4269/ajtmh.2004.71.373","Detection of Cyclospora cayetanensis in animal fecal isolates from Nepal using an FTA filter-base polymerase chain reaction method."
"macacine betaherpesvirus 3","macaca mulatta","Jones-Engel et al. 2006","16707044","10.3201/eid1206.060030","Temple monkeys and health implications of commensalism, Kathmandu, Nepal."
"primate t-lymphotropic virus 1","macaca mulatta","Ishida et al. 1985","2999568","10.1111/j.1348-0421.1985.tb00886.x","A field study of infection with human T-cell leukemia virus among asian primates."
"dirofilaria magnilarvatum","macaca mulatta","Sandosham et al. 1962",NA,NA,NA
"enterobius macaci","macaca mulatta","Hugot 1999","12066292","10.1080/106351599260120","Primates and their pinworm parasites: the cameron hypothesis revisited."
"enterovirus c","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"sp.","macaca mulatta","Bhatt et al. 1966",NA,NA,NA
"japanese encephalitis","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"gongylonema sp.","macaca mulatta","National Parasite Collection (WWW)",NA,NA,NA
"a influenza a","macaca mulatta","Bhatt et al. 1966",NA,NA,NA
"leptospira sp.","macaca mulatta","Minette 1966",NA,NA,NA
"cercopithecine herpesvirus 1","macaca mulatta","Jones-Engel et al. 2006","16707044","10.3201/eid1206.060030","Temple monkeys and health implications of commensalism, Kathmandu, Nepal."
"measles","macaca mulatta","Bhatt et al. 1966",NA,NA,NA
"measles","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"nochtia nochti","macaca mulatta","National Parasite Collection (WWW)",NA,NA,NA
"oesophagostomum apiostomum","macaca mulatta","National Parasite Collection (WWW)",NA,NA,NA
"human respiratory syncytial","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"plasmodium cynomolgi","macaca mulatta","Coatney et al 1971",NA,NA,NA
"plasmodium inui","macaca mulatta","Garnham 1966",NA,NA,NA
"plasmodium inui","macaca mulatta","Coatney et al 1971",NA,NA,NA
"human parainfluenza virus 1","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"human parainfluenza virus 3","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"human parainfluenza virus 2","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"parainfluenza virus 5","macaca mulatta","Bhatt et al. 1966",NA,NA,NA
"schistosoma japonicum","macaca mulatta","He et al. 2001",NA,NA,NA
"human alphaherpesvirus 1","macaca mulatta","Brack 1987",NA,NA,NA
"human alphaherpesvirus 1","macaca mulatta","Shah and Southwick 1965",NA,NA,NA
"simian foamy","macaca mulatta","Feeroz et al. 2013","26038465","10.1038/emi.2013.23","Population dynamics of rhesus macaques and associated foamy virus in Bangladesh."
"simian foamy","macaca mulatta","Jones-Engel et al. 2006","16707044","10.3201/eid1206.060030","Temple monkeys and health implications of commensalism, Kathmandu, Nepal."
"primate t-lymphotropic virus 1","macaca nemestrina","Richards et al 1998","9859970","10.1097/00042560-199812150-00015","Simian T-lymphotropic virus type I infection among wild-caught Indonesian pig-tailed macaques (Macaca nemestrina)."
"hepatocystis semnopitheci","macaca nemestrina","Garnham 1966",NA,NA,NA
"bakau orthobunyavirus","macaca nemestrina","Seymour and Yuill 1981",NA,NA,NA
"plasmodium coatneyi","macaca nemestrina","Lee et al. 2011","21490952","10.1371/journal.ppat.1002015","Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques."
"plasmodium cynomolgi","macaca nemestrina","Garnham 1966",NA,NA,NA
"plasmodium cynomolgi","macaca nemestrina","Lee et al. 2011","21490952","10.1371/journal.ppat.1002015","Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques."
"plasmodium cynomolgi","macaca nemestrina","Coatney et al 1971",NA,NA,NA
"plasmodium fieldi","macaca nemestrina","Coatney et al 1971",NA,NA,NA
"plasmodium fieldi","macaca nemestrina","Garnham 1966",NA,NA,NA
"plasmodium inui","macaca nemestrina","Coatney et al 1971",NA,NA,NA
"plasmodium inui","macaca nemestrina","Lee et al. 2011","21490952","10.1371/journal.ppat.1002015","Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques."
"plasmodium inui","macaca nemestrina","Garnham 1966",NA,NA,NA
"plasmodium knowlesi","macaca nemestrina","Lee et al. 2011","21490952","10.1371/journal.ppat.1002015","Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques."
"plasmodium knowlesi","macaca nemestrina","Coatney et al 1971",NA,NA,NA
"plasmodium knowlesi","macaca nemestrina","Garnham 1966",NA,NA,NA
"trypanosoma conorhini","macaca nemestrina","Baker 1972",NA,NA,NA
"trypanosoma conorhini","macaca nemestrina","Marinkelle 1976",NA,NA,NA
"trypanosoma cyclops","macaca nemestrina","Marinkelle 1976",NA,NA,NA
"trypanosoma cyclops","macaca nemestrina","Weinman 1972",NA,NA,NA
"cercopithecine alphaherpesvirus 9","macaca nemestrina","Blakely et al. 1973",NA,NA,NA
"primate t-lymphotropic virus 1","macaca nigra","Ishikawa et al. 1987","2440820","10.1002/ijc.2910400219","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
"primate t-lymphotropic virus 1","macaca nigra","Ishida et al. 1985","2999568","10.1111/j.1348-0421.1985.tb00886.x","A field study of infection with human T-cell leukemia virus among asian primates."
"plasmodium inui","macaca nigra","Garnham 1966",NA,NA,NA
"plasmodium inui","macaca nigra","Coatney et al 1971",NA,NA,NA
"primate t-lymphotropic virus 1","macaca nigrescens","Ishikawa et al. 1987","2440820","10.1002/ijc.2910400219","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
"primate t-lymphotropic virus 1","macaca ochreata","Ishikawa et al. 1987","2440820","10.1002/ijc.2910400219","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
"sp.","macaca radiata","Bhatt et al. 1966",NA,NA,NA
"tick-borne encephalitis","macaca radiata","Felsenfeld 1972",NA,NA,NA
"tick-borne encephalitis","macaca radiata","Wolfe et al. 1998","9621185","10.3201/eid0402.980202","Wild primate populations in emerging infectious disease research: the missing link?"
"tick-borne encephalitis","macaca radiata","Goverdhan et al. 1974",NA,NA,NA
"tick-borne encephalitis","macaca radiata","Seymour and Yuill 1981",NA,NA,NA
"hepatocystis semnopitheci","macaca radiata","Garnham 1966",NA,NA,NA
"leptospira sp.","macaca radiata","Minette 1966",NA,NA,NA
"plasmodium cynomolgi","macaca radiata","Garnham 1966",NA,NA,NA
"plasmodium cynomolgi","macaca radiata","Coatney et al 1971",NA,NA,NA
"plasmodium fragile","macaca radiata","Puri and Dutta 1994","8308652","10.2307/3283362","Presbytis entellus, a new experimental host for Plasmodium fragile."
"plasmodium fragile","macaca radiata","Coatney et al 1971",NA,NA,NA
"plasmodium fragile","macaca radiata","Garnham 1966",NA,NA,NA
"plasmodium inui","macaca radiata","Garnham 1966",NA,NA,NA
"plasmodium inui","macaca radiata","Mulligan and Swaminath 1940",NA,NA,NA
"plasmodium inui","macaca radiata","Coatney et al 1971",NA,NA,NA
"plasmodium shortii","macaca radiata","Garnham 1966",NA,NA,NA
"parainfluenza virus 5","macaca radiata","Bhatt et al. 1966",NA,NA,NA
"ancylostoma sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"balantidium sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"bunostomum sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"cotylophoron sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"diphyllobothrium sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"haemonchus sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
"moniezia sp.","macaca silenus","Hussain et al. 2013","23717465","10.1371/journal.pone.0063685","Human presence increases parasitic load in endangered lion-tailed macaques (Macaca silenus) in its fragmented rainforest habitats in Southern India."
