Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
henneguya eirasi,Cnidaria,pseudoplatystoma fasciatum,Fish,1,0,320447200,
henneguya gurlei,Cnidaria,ameiurus nebulosus,Fish,1,0,110339421,
henneguya lobosa,Cnidaria,esox lucius,Fish,1,0,208401053,
henneguya mystusia,Cnidaria,hemibagrus nemurus,Fish,1,0,208401056,
henneguya pagri,Cnidaria,pagrus major,Fish,1,0,74038584,
henneguya pellis,Cnidaria,ictalurus furcatus,Fish,1,0,218137928,
henneguya psorospermica,Cnidaria,esox lucius,Fish,1,0,208401055,
henneguya salminicola,Cnidaria,oncorhynchus nerka,Fish,1,0,34539761,
henneguya salminicola,Cnidaria,salmo salar,Fish,1,0,241911745,
henneguya sutherlandi,Cnidaria,ictalurus punctatus,Fish,1,0,159046134,
henneguya zschokkei,Cnidaria,salmo salar,Fish,1,0,241911747,
hepatitis a virus,Virus,aotus trivirgatus,Mammal,0,6,,8551278;8087252;3586603;6711675;6840861;6290600
hepatitis a virus,Virus,cercopithecus aethiops,Mammal,0,9,,9182400;9381880;8087252;1332264;2552683;2541023;3193448;2834626;6260685
hepatitis a virus,Virus,homo sapiens,Human,1548,436,1549302;1549304;1549306;1549308;1549310;1549312;1549314;1549316;1549318;1549320;1549322;1549324;1648973;1648975;1648977;1648979;1648981;1648983;1648985;1648987;1648989;2952346;2952348;2952350;2952352;2952354;2952356;2952358;2952360;2952362;2952364;2952366;2952368;2952370;2952372;2952374;2952376;10944257;10944259;10944263;10944265;10944267;10944798;49359151;50295436;63024897;63024899;63024901;74381880;90403233;90403234;90403235;90403236;90403237;90403238;90403239;90403240;90403241;90403242;90403243;90403244;90403245;90403246;90403247;90403248;90403249;90403250;91176713;91176714;91176715;91176716;91176717;91176718;91176719;91176720;91176721;91176722;91176812;91176814;91176816;91176818;91176820;91176822;91176824;91176826;91176828;91176830;91176878;91176880;91176882;91176884;91176886;91176888;91176890;91176892;91176894;99642224;99642235;99644314;109452236,53013;76018;163436;164674;167376;173599;173600;180303;182882;186440;193999;201170;205859;212452;212889;215486;218442;223938;697524;843515;1279362;1284878;1284926;1307439;1309847;1315331;1316364;1335654;1335657;1335949;1373282;1377839;1516219;1576296;1653510;1668325;1753418;1845810;1849914;2115203;2120686;2163567;2175064;2220741;2363273;2460866;2474521;2508281;2543140;2548344;2549091;2551112;2553465;2707677;2822180;2823500;2832539;2833034;2834626;2837025;2839211;2846605;2848884;2885575;2963986;2984075;2986127;2989374;2991329;3007565;3009084;3009703;3021900;3021963;3108411;3126619;3193448;3803810;3994187;4632938;6088567;6089303;6270954;6272388;6275251;6279252;6288846;6295013;6325856;6403666;6426756;6430994;6432521;6438432;6610281;6769949;6777232;6784431;6806782;7198360
hepatitis a virus,Virus,macaca fascicularis,Mammal,0,8,,20096073;1332264;1649902;1650062;3193448;2825433;2998096;6486304
hepatitis a virus,Virus,macaca mulatta,Primate,1,0,161016056,
hepatitis a virus,Virus,pan troglodytes,Primate,1,0,345450781,
hepatitis b virus,Virus,bos taurus,Domestic,1,23,289629796,1323561;1367409;3011913;3876961;4626040;6200418;6439969;7882589;8119538;9622545;9714835;10163469;10480226;11341355;11391538;11509871;11822907;11900226;12851401;17499889;18810491;18977688;21168443
hepatitis b virus,Virus,chlorocebus aethiops,Primate,3,0,61223139;61223144;61223156,
hepatitis b virus,Virus,escherichia coli,Bacteria,1,65,847731,158442;377294;1371488;1567451;1732412;1821612;1968934;2170570;2191500;2225072;2718605;3510505;3515347;3537767;3884475;6170067;6264021;6298607;6299904;6352218;7015415;7041126;7672075;7711014;7719930;7730438;7751366;8004680;8035519;8195148;8198438;8254745;8396669;8627219;8643631;8717391;9171455;9586397;9654443;10421399;10486924;10964702;11684308;11733073;11739671;11879706;12509984;12851401;14662947;14687974;14762314;15387906;15497453;15922474;16406557;17387023;18313865;18533460;18584885;18605987;18721834;18956370;19433111;21689705;19462253
hepatitis b virus,Virus,forcipomyia taiwana,Arthropod,4,0,197318947;197318950;197318954;197318958,
hepatitis b virus,Virus,gorilla beringei,Primate,4,0,4007047;264684472;264684477;264684484,
hepatitis b virus,Virus,gorilla gorilla,Primate,4,0,4007047;264684472;264684477;264684484,
hepatitis b virus,Virus,homo sapiens,Human,18941,2364,213494738;224811801;256593603;283971628;300486260;189345170;197693220;224810450;251822622;258628194;262212448;262342761;327466038;313501845;338832521;194369976;197693266;224810404;225632844;258628148;312184590;32811011;192822892;226875961;227335542;299836890;313501968;312184636;312184759;402749051;32811057;283971582;299836844;400981335;78483375;192824289;198075930;251822668;294509929;312184805;188572703;224978868;284427877;294537011;313502137;338223145;400981289;194369684;294509975;312184513;347984296;399207708;224811509;226876007;227335757;254945944;256593480;270301177;283971920;307694685;313502091;312184467;62996555;182260426;197260629;222160864;224811555;224812047;267847812;282167925;261157139;283831551;294536029;310696430;194278014;224812093;226876591;267847858;284427923;284428169;222142318;262343053;251832048;258629130;294537503;312265068;313501384;194359030;207581553;307712432;38198507;188572826;195945524;357542425;300302857;340748406;164509555;222356733;254945483;270301300,1628;52772;64239;68088;69829;71245;76018;94455;144056;164674;172400;173599;182882;185810;193307;196971;201170;208690;210303;210661;212758;215717;218401;218886;221316;223938;225395;229643;230639;315618;344193;399329;401985;500199;505209;572908;574101;697524;819667;870144;1101065;1128616;1204972;1258115;1279108;1279184;1279242;1280243;1280502;1283721;1284878;1288633;1309901;1310064;1310637;1311407;1311876;1312844;1316364;1323561;1326460;1327668;1328498;1328501;1336341;1344665;1346374;1351753;1367409;1369148;1373282;1377756;1377839;1383417;1384151;1388957;1398804;1413508;1416905;1428037;1433497;1439879;1439880;1442731;1447497;1448911;1457506;1460290;1465585;1466430;1501277;1501728;1503493;1524492;1525103;1543661;1548778;1548782;1551633;1551635
hepatitis b virus,Virus,hylobates agilis,Primate,4,0,33113473;198447146;198447154;198447162,
hepatitis b virus,Virus,hylobates lar,Primate,8,0,1814218;33113441;346229262;346229270;346229278;346229286;346229294;346229302,
hepatitis b virus,Virus,hylobates pileatus,Primate,12,0,12060183;12060190;346229182;346229190;346229198;346229206;346229214;346229222;346229230;346229238;346229246;346229254,
hepatitis b virus,Virus,lagothrix lagotricha,Primate,1,0,3150070,
hepatitis b virus,Virus,nomascus gabriellae,Primate,4,0,33113449;33113457;346229150;346229158,
hepatitis b virus,Virus,nomascus leucogenys,Primate,4,0,198447178;346229142;346229166;346229174,
hepatitis b virus,Virus,pan troglodytes,Primate,41,0,156119032;6979944;264684496;264684528;6979956;6979964;34364587;264684525;156119038;6979950;156119036;78482815;264684523;6979948;23884543;308220198;33113433;264684491;156119030;264684534;156119044;6979962;34364589;308220193;156119028;264684532;156119042;7188653;6979960;33113425;78482813;6979946;4007077;6979954;78482811;156119040;6979952;7188648;156119034;264684530;6979958,
hepatitis b virus,Virus,pongo abelii,Primate,2,0,6959497;6959502,
hepatitis b virus,Virus,pongo pygmaeus,Primate,2,0,6959497;6959502,
hepatitis c virus,Virus,homo sapiens,Human,39940,2445,67845343;239781038;292399005;307098957;393801297;18074351;226299117;226301988;333610787;338831124;332119249;134037531;226297720;253912636;349572479;203286549;226300591;270303879;295813367;307099126;333612261;338829650;402291113;315458583;261086717;292662594;308054627;393798257;332117683;17385233;169244764;269853080;226301819;262348549;269996320;338828422;400531718;256549418;239781376;270303633;332114643;6522301;34221702;56788062;226296492;332113753;226297474;212675092;226298948;349623173;373105578;332119080;259237570;315459473;9664123;157672602;316927645;319904810;262387023;226296246;255764070;402714753;227121465;209868495;349623757;373104994;217418224;269131645;209780632;333612507;265298080;291360247;402290131;134038038;338832106;393798841;402714109;332118267;1438142;226296661;226298702;338831539;365818456;320000058;332116793;4651093;148610164;194024833;203286057;338830065;347302317;393800713;332115227;190684394;292398759;226302234;338828007;338830540;373105747;226298304,81044;1279242;1282759;1283341;1284729;1284878;1285268;1310064;1311043;1311876;1313556;1314286;1314389;1316364;1318328;1321397;1328123;1333327;1334518;1350662;1351753;1359994;1364214;1366224;1377839;1378804;1380490;1384151;1385318;1408083;1428037;1450686;1460924;1501728;1506641;1525103;1530195;1532094;1551549;1576296;1604095;1627805;1645369;1650129;1657752;1661417;1661566;1691422;1692438;1698329;1701012;1711018;1714785;1715384;1717573;1720059;1723384;1726173;1747815;1753418;1848417;1848704;1850496;1850559;1856695;1901984;1903124;1903828;1909263;1909822;1912556;1940879;1963177;1963917;1967721;1968574;1969529;1971053;1971405;1971697;1971863;1972212;1972463;1973253;1973990;1973992;2103102;2103105;2104549;2106158;2106281;2111110;2112352;2113437;2113500;2115203;2116212;2116749;2118226;2118319
hepatitis c virus,Virus,mus musculus,Domestic,90,127,169139283;169139285;169139287;169139289;169139291;169139293;169139295;169139297;169139299;169139301;169139302;169139304;169139306;169139308;169139310;169139312;169139314;169139315;169139317;169139319;169139320;169139321;169139322;169139323;169139324;169139325;169139326;169139327;169139328;169139329;169139330;169139332;169139334;169139336;169139338;169139340;169139342;169139344;169139346;169139348;169139350;169139352;169139354;169139356;169139357;169139359;169139361;169139363;169139365;169139367;169139369;169139370;169139371;169139372;169139373;169139374;169139375;169139376;169139377;169139378;169139379;169139381;169139383;169139385;169139387;169139389;169139391;169139393;169139395;169139397;169139399;169139400;169139401;169139402;169139403;169139404;169139405;169139406;169139407;169139408;169139409;169139411;169139413;169139415;169139417;169139419;169139421;169139423;169139425;169139427,81044;1332185;1350662;2103102;2170746;2541577;6687965;7513244;7646353;8678840;8954979;9021964;9049225;9225025;9499238;9548442;9554270;9620447;9657114;9782266;10336476;10502257;10635298;11024134;11055240;11124832;11145908;11336543;11389061;11597743;11641261;11745000;11807688;12046079;12109667;12191708;12375151;12682381;12730885;12732424;12764155;12772504;12794718;12913001;12915536;14699505;14722300;14747581;14748062;15280458;15494358;15557817;15611113;15791625;15953767;16033966;16051865;16053919;16410370;16446426;16474426;16648962;16670334;11677208;7493296;16806084;16831601;17005803;17112624;17135326;17145925;17322382;17341188;17392480;17464996;17559251;17567694;17875349;17877471;17905463;17923840;17959678;17990788;18211898;18270864;18397231;18452146;18554744;18569993;18655231;18689426;18706933;18819860;19009277;19155084;19428866;19474473;19489072;19619513;19674968
hepatitis c virus,Virus,pan troglodytes,Primate,53,0,4927477;4927478;4927479;4927480;4927481;4927482;4927483;4927484;4927485;4927486;12831192;13344946;13344948;13344950;13344952;13344954;13344956;13344958;13344960;13344962;13344964;13344966;13344968;13344970;13344972;13344974;13344976;13344978;13344980;13344982;13344984;13344986;13344988;13344990;13344992;351738741;351738743;351738745;351738747;351738749;351738751;351738753;351738755;351738757;351738759;351738761;351738763;351738765;351738767;351738769;351738770;351738772;351738774,
hepatitis delta virus,Virus,homo sapiens,Human,559,170,1480437;45476355;45476357;45476359;45476361;45476363;45476365;45476367;45476369;45476371;45476373;45476375;45476377;45476379;45476381;45476383;45476385;45476387;45476389;45476391;45476393;46200317;46200319;46200321;46200323;46200325;46200327;66347610;66347612;78483379;78483381;78483383;78483385;78483387;78483389;78483391;78483393;78483395;78483397;78483399;78483401;78483403;78483405;78483407;78483409;78483411;78483413;78483415;78483417;78483419;78483421;78483423;78483425;78483427;78483429;78483431;78483433;78483435;78483437;78483439;78483441;78483443;78483445;78483447;78483449;78483451;78483453;78483455;78483457;78483459;78483461;78483463;78483465;78483467;78483469;78483471;78483473;78483475;78483477;78483479;78483481;78483483;78483485;78483487;78483489;78483491;78483493;78483495;78483497;78483499;78483501;78483503;78483505;78483507;78483509;78483511;78483513;78483515;78483517;78483519,1284878;1309901;1377839;1408083;1428037;1551633;1604095;1629949;1674749;1689390;1708506;1712103;1822506;1847439;1901984;1903828;1946436;2096853;2120686;2189236;2286497;2374010;2557564;2584763;2623137;2649689;2668149;2778445;2852410;2855894;2892692;2963986;3062747;3073513;3137031;3171227;3337516;3628382;3803810;3932510;6278814;6395342;7494266;7602066;7602069;7609095;7678517;7688455;7716369;7748955;7758379;7772886;7795067;7845268;7898904;7959147;7995999;7997189;8073503;8146130;8325364;8372436;8449633;8468565;8497052;8497056;8502699;8551671;8562861;8586538;3764420;3612956;3367426;3231871;2936469;8609203;8647117;8664411;8709192;8790568;8810253;8845404;8871876;8914005;9016518;9032359;9195872;9469490;9471511;9538467;9605122;9656388;9696491;9737068;9738992;9746066;9770428;9777010;9783582;9889275
hepatitis e virus,Virus,balearica pavonina,Aves,1,0,148540499,
hepatitis e virus,Virus,bos taurus,Domestic,8,13,222822358;222822360;226815125;226815127;226815129;226815131;226815133;226815135,6159873;7646353;8757985;12115997;16021297;16489265;17135492;19228570;20021275;20329555;21219370;21316404;21515734
hepatitis e virus,Virus,capreolus capreolus,Domestic,1,0,158523298,
hepatitis e virus,Virus,cervus elaphus,Domestic,1,0,206570231,
hepatitis e virus,Virus,equus caballus,Domestic,1,6,158347975,10900029;11189712;11882997;17046335;17978885;18054977
hepatitis e virus,Virus,gallus gallus,Domestic,77,8,55833089;208019427;208019429;208019431;208019433;208019435;208019437;208019439;218331562;218331564;218668442;218668444;218668446;218668448;218668450;218668452;218668454;218668456;218668458;218668460;218668462;220981068;220981070;220981072;220981074;220981076;220981078;220981080;220981082;220981084;220981086;220981088;220981090;220981092;220981094;220981096;220981098;220981100;220981102;220981104;220981106;256372858;256372860;256372862;256372864;294514808;306426387;306426389;306426391;306426393;306426395;306426397;306426399;306426401;306426403;306426405;306426407;306426409;306426411;306426413;306426415;322487464;322487466;322487468;322487470;322487472;322487474;322487476;322487478;322487480;372467866;372467870;372467872;372468320;375084510;375084512;401466008,15166445;16990151;17412983;17412984;20735936;20399575;19570623;14993655
hepatitis e virus,Virus,herpestes javanicus,Mammal,2,0,327165062;327165066,
hepatitis e virus,Virus,homo sapiens,Human,2666,171,1370097;15320510;18447769;19911271;19911273;19911275;19911277;19911279;19911281;19911283;19911285;19911287;19911289;19911291;19911293;19911295;19911297;19911299;19911301;21165542;21165548;21165552;21218075;21929126;21929130;21929134;21929136;21929140;22759586;22759588;22759590;22759592;22759594;22759596;22759598;22759600;22759602;22759604;22759606;22759608;22759610;22759612;22759614;22759616;22759618;22759620;22759622;22759624;22759626;22759628;22759630;22830576;22830577;22830578;24636297;24636299;24636301;26665375;27372320;27372322;27372324;27372326;27372328;27372330;27372332;27372334;27372336;27372338;27372340;27372342;27372344;27372346;27372348;27372350;27372352;27372354;27372356;27372358;27372360;27372362;27372364;27372366;27372368;27372370;27372372;27372374;27372376;27372378;27372380;27372382;27372384;27372386;27372388;27372390;27372392;27372394;27372396;27372398;27372400;27372402,81044;1282757;1326260;1373282;1377839;1439880;1448913;1576296;1589964;1681163;1926770;2114336;2120686;7646353;7660427;7758379;7795067;7898904;7926616;8146130;8187657;8383158;8523527;8551671;8640310;8757985;8964684;8983357;9108610;9181524;9494669;9500718;9519822;9562697;9722883;9777010;9798023;10072151;10488194;10563532;10565892;10596016;10695797;10928622;11041495;11072492;11203900;11264571;11396945;11485331;11503048;11512628;11526125;11599687;11741279;11773103;11846429;11860766;11882997;11966287;11986727;12073829;12115997;12385244;12472965;12497976;12546197;12644058;12679570;12683409;12759962;12890341;12953953;14671114;14688826;14695679;14737935;14749180;14993655;15037615;15166445;15233590;15268800;15297556;15462195;15487036;15771857;15879020;15913059;15998730;16006352;16021297;16099918;16140784;16198902;16407257;16413822;16624599;16703507;16705572
