"Parasite","Host","DetectionMethod","DetectionQuality","Citation","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","Year","YearType","ParasiteType","Database","PathogenName_Harmonised","PathogenType","HumanInfective_External","IsZoonotic","DiseaseAgent","Disease_GIDEON","Route_GIDEON","HumanInfective_Any"
"crimean-congo hemorrhagic fever","hystrix africaeaustralis","Antibodies",0,"Shepherd et al. 1987","rodentia","hystricidae","hystrix","africaeaustralis","unassigned","bunyaviridae",NA,"nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1987,"ScientificPublicationDate_Earliest","virus","HP3","crimean-congo hemorrhagic fever","virus",1,1,1,"crimean-congo hemorrhagic fever","vector, direct",1
"encephalomyocarditis","ichneumia albicauda","Isolation",2,"Tesh & Wallace 1978","carnivora","herpestidae","ichneumia","albicauda","picornavirales","picornaviridae",NA,"cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,7835,0,1,1,1978,"ScientificPublicationDate_Earliest","virus","HP3","encephalomyocarditis","virus",1,1,1,"respiratory viruses (misc)","respiratory",1
"rabies","ichneumia albicauda","PCR",2,"Lembo et al. 2008","carnivora","herpestidae","ichneumia","albicauda","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"koongol","isoodon macrourus","Antibodies",0,"Doherty et al. 1970","peramelemorphia","peramelidae","isoodon","macrourus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,11202,0,0,0,1970,"ScientificPublicationDate_Earliest","virus","HP3","koongol","virus",0,0,0,NA,NA,0
"akabane","kobus ellipsiprymnus","Antibodies",0,"Davies et al. 1985","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12035,0,0,0,1985,"ScientificPublicationDate_Earliest","virus","HP3","akabane","virus",0,0,0,NA,NA,0
"bluetongue","kobus ellipsiprymnus","Antibodies",0,"Hamblin et al.","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","reoviridae","sedoreovirinae","orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,NA,"ScientificPublicationDate_Earliest","virus","HP3","bluetongue","virus",0,0,0,NA,NA,0
"bovine ephemeral fever","kobus ellipsiprymnus","Antibodies",0,"Davies et al. 1975","cetartiodactyla","bovidae","kobus","ellipsiprymnus","mononegavirales","rhabdoviridae",NA,"ephemerovirus","SS","RNA","enveloped",FALSE,TRUE,14900,0,0,0,1975,"ScientificPublicationDate_Earliest","virus","HP3","bovine ephemeral fever","virus",0,0,0,NA,NA,0
"bovine herpesvirus 2","kobus ellipsiprymnus","Antibodies",0,"Hamblin & Hedger 1982","cetartiodactyla","bovidae","kobus","ellipsiprymnus","herpesvirales","herpesviridae","alphaherpesvirinae","simplexvirus","DS","DNA","enveloped",FALSE,FALSE,133000,0,0,0,1982,"ScientificPublicationDate_Earliest","virus","HP3","bovine herpesvirus 2","virus",0,0,0,NA,NA,0
"bovine viral diarrhea virus 1","kobus ellipsiprymnus","SNT",1,"Hamblin & Hedger 1979","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","flaviviridae",NA,"pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,1979,"ScientificPublicationDate_Earliest","virus","HP3","bovine viral diarrhea virus 1","virus",0,0,0,NA,NA,0
"crimean-congo hemorrhagic fever","kobus ellipsiprymnus","Antibodies",0,"Shepherd et al. 1987","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","bunyaviridae",NA,"nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1987,"ScientificPublicationDate_Earliest","virus","HP3","crimean-congo hemorrhagic fever","virus",1,1,1,"crimean-congo hemorrhagic fever","vector, direct",1
"foot-and-mouth disease","kobus ellipsiprymnus","Antibodies",0,"Hamblin et al. 1990","cetartiodactyla","bovidae","kobus","ellipsiprymnus","picornavirales","picornaviridae",NA,"aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,1990,"ScientificPublicationDate_Earliest","virus","HP3","foot-and-mouth disease","virus",1,1,0,NA,NA,1
"lumpy skin disease","kobus ellipsiprymnus","Antibodies",0,"Hedger et al. 1983","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","poxviridae","chordopoxvirinae","capripoxvirus","DS","DNA","enveloped",FALSE,TRUE,150773,0,0,0,1983,"ScientificPublicationDate_Earliest","virus","HP3","lumpy skin disease","virus",0,0,0,NA,NA,0
"rift valley fever","kobus ellipsiprymnus","Antibodies",0,"Anderson & Rowe 1998","cetartiodactyla","bovidae","kobus","ellipsiprymnus","unassigned","bunyaviridae",NA,"phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11979,0,1,1,1998,"ScientificPublicationDate_Earliest","virus","HP3","rift valley","virus",1,1,1,"rift valley fever","vector, direct",1
"woolly monkey sarcoma","lagothrix lagotricha","Isolation",2,"Scolnick et al. 1976","primates","atelidae","lagothrix","lagotricha","unassigned","retroviridae","orthoretrovirinae","gammaretrovirus","SS","RNA","enveloped",FALSE,FALSE,5159,0,1,0,1976,"ScientificPublicationDate_Earliest","virus","HP3","woolly monkey sarcoma","virus",0,0,0,NA,NA,1
"foot-and-mouth disease","lama glama","Antibodies",0,"Weaver et al. 2013","cetartiodactyla","camelidae","lama","glama","picornavirales","picornaviridae",NA,"aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,2013,"ScientificPublicationDate_Earliest","virus","HP3","foot-and-mouth disease","virus",1,1,0,NA,NA,1
"vesicular stomatitis indiana","lama glama","SNT",1,"Webb et al. 1987b","cetartiodactyla","camelidae","lama","glama","mononegavirales","rhabdoviridae",NA,"vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11161,0,1,0,1987,"ScientificPublicationDate_Earliest","virus","HP3","vesicular stomatitis indiana","virus",1,1,1,"vesicular stomatitis","vector, contact",1
"borna disease","lama pacos","PCR",2,"Jacobsen et al. 2010","cetartiodactyla","camelidae","lama","pacos","mononegavirales","bornaviridae",NA,"bornavirus","SS","RNA","enveloped",FALSE,FALSE,8910,0,1,0,2010,"ScientificPublicationDate_Earliest","virus","HP3","borna","virus",1,1,1,"borna virus encephalitis","unknown",1
"bovine viral diarrhea virus 1","lama pacos","PCR",2,"Mattson et al. 2006","cetartiodactyla","camelidae","lama","pacos","unassigned","flaviviridae",NA,"pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,2006,"ScientificPublicationDate_Earliest","virus","HP3","bovine viral diarrhea virus 1","virus",0,0,0,NA,NA,0
"foot-and-mouth disease","lama pacos","Antibodies",0,"Rivera et al. 1987","cetartiodactyla","camelidae","lama","pacos","picornavirales","picornaviridae",NA,"aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,1987,"ScientificPublicationDate_Earliest","virus","HP3","foot-and-mouth disease","virus",1,1,0,NA,NA,1
"rabies","lasionycteris noctivagans","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","lasionycteris","noctivagans","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus blossevillii","PCR",2,"Streiker et al. 2010","chiroptera","vespertilionidae","lasiurus","blossevillii","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2010,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus borealis","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","lasiurus","borealis","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"eastern equine encephalitis","lasiurus cinereus","Isolation",2,"Sulkin & Allen 1974; Main 1979","chiroptera","vespertilionidae","lasiurus","cinereus","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11675,0,1,0,1974,"ScientificPublicationDate_Earliest","virus","HP3","eastern equine encephalitis","virus",1,1,1,"eastern equine encephalitis","vector",1
"rabies","lasiurus cinereus","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","lasiurus","cinereus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus ega","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","lasiurus","ega","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus egregius","IFA",0,"Stutz et al. 2004","chiroptera","vespertilionidae","lasiurus","egregius","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2004,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus intermedius","Isolation",2,"Nadin-Davis et al. 2001","chiroptera","vespertilionidae","lasiurus","intermedius","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2001,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus seminolus","PCR",2,"Strieker et al. 2010; Constantine 1979","chiroptera","vespertilionidae","lasiurus","seminolus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,1979,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","lasiurus xanthinus","PCR",2,"Blanton et al. 2008","chiroptera","vespertilionidae","lasiurus","xanthinus","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"ljungan","lemmus lemmus","PCR",2,"Hauffe et al. 2012","rodentia","cricetidae","lemmus","lemmus","picornavirales","picornaviridae",NA,"parechovirus","SS","RNA","non-enveloped",FALSE,TRUE,7613.5,0,1,1,2012,"ScientificPublicationDate_Earliest","virus","HP3","ljungan","virus",0,1,1,"enterovirus infection","fecal-oral, direct, respiratory",1
"topografov","lemmus sibiricus","PCR",2,"Vapalahti et al. 1999","rodentia","cricetidae","lemmus","sibiricus","unassigned","bunyaviridae",NA,"hantavirus","SS","RNA","enveloped",TRUE,TRUE,15450,0,0,0,1999,"ScientificPublicationDate_Earliest","virus","HP3","topografov","virus",0,0,0,NA,NA,0
"ippy","lemniscomys rosalia","PCR",2,"de Bellocq et al. 2010","rodentia","muridae","lemniscomys","rosalia","unassigned","arenaviridae",NA,"arenavirus","SS","RNA","enveloped",TRUE,TRUE,10682,0,0,0,2010,"ScientificPublicationDate_Earliest","virus","HP3","ippy","virus",0,0,0,NA,NA,0
"bunyamwera","lemniscomys striatus","Antibodies",0,"Henderson et al. 1972","rodentia","muridae","lemniscomys","striatus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12300,0,1,1,1972,"ScientificPublicationDate_Earliest","virus","HP3","bunyamwera","virus",1,1,1,"bunyaviridae misc","vector",1
"ippy","lemniscomys striatus","Isolation",2,"Gonzalez et al. 2007","rodentia","muridae","lemniscomys","striatus","unassigned","arenaviridae",NA,"arenavirus","SS","RNA","enveloped",TRUE,TRUE,10682,0,0,0,2007,"ScientificPublicationDate_Earliest","virus","HP3","ippy","virus",0,0,0,NA,NA,0
"koutango","lemniscomys striatus","Isolation",2,"Shope 2003; Traore-Lamizana et al. 2001","rodentia","muridae","lemniscomys","striatus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10534,0,1,1,2001,"ScientificPublicationDate_Earliest","virus","HP3","koutango","virus",1,1,1,"spondweni","vector",1
"witwatersrand","lemniscomys striatus","Antibodies",0,"Henderson et al. 1972","rodentia","muridae","lemniscomys","striatus","unassigned","bunyaviridae",NA,"unassigned","SS","RNA","enveloped",TRUE,TRUE,12251,0,0,0,1972,"ScientificPublicationDate_Earliest","virus","HP3","witwatersrand","virus",0,0,0,NA,NA,0
"encephalomyocarditis","lemur catta","Antibodies",0,"Canelli et al. 2010","primates","lemuridae","lemur","catta","picornavirales","picornaviridae",NA,"cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,7835,0,1,1,2010,"ScientificPublicationDate_Earliest","virus","HP3","encephalomyocarditis","virus",1,1,1,"respiratory viruses (misc)","respiratory",1
"west nile","lemur catta","ELISA and plaque reduction",1,"Sondgeroth et al. 2007","primates","lemuridae","lemur","catta","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,11029,0,1,1,2007,"ScientificPublicationDate_Earliest","virus","HP3","west nile","virus",1,1,1,"west nile fever","vector, fluids",1
"torque teno","leontopithecus chrysomelas","PCR",2,"Catroxo et al. 2008","primates","callitrichidae","leontopithecus","chrysomelas","unassigned","anelloviridae",NA,"anellovirus","SS","DNA","non-enveloped",FALSE,NA,3524,0,1,1,2008,"ScientificPublicationDate_Earliest","virus","HP3","torque teno","virus",0,0,0,NA,NA,1
"feline calicivirus","leopardus geoffroyi","Antibodies",0,"Fiorello et al. 2007","carnivora","felidae","leopardus","geoffroyi","unassigned","caliciviridae",NA,"vesivirus","SS","RNA","non-enveloped",FALSE,TRUE,7683,0,0,0,2007,"ScientificPublicationDate_Earliest","virus","HP3","feline calicivirus","virus",0,0,0,NA,NA,0
"feline panleukopenia","leopardus geoffroyi","Antibodies",0,"Fiorello et al. 2007","carnivora","felidae","leopardus","geoffroyi","unassigned","parvoviridae","parvovirinae","parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,5323,0,0,0,2007,"ScientificPublicationDate_Earliest","virus","HP3","feline panleukopenia","virus",0,0,0,NA,NA,0
"human picobirnavirus","leopardus geoffroyi","PCR",2,"Gillman et al. 2012","carnivora","felidae","leopardus","geoffroyi","unassigned","picobirnaviridae",NA,"picobirnavirus","DS","RNA","non-enveloped",TRUE,TRUE,4270,0,1,1,2012,"ScientificPublicationDate_Earliest","virus","HP3","human picobirnavirus","virus",1,0,1,"viral gastoenteritis","food, water",1
"canine distemper","leopardus pardalis","Antibodies",0,"Fiorello et al. 2007","carnivora","felidae","leopardus","pardalis","mononegavirales","paramyxoviridae","paramyxovirinae","morbillivirus","SS","RNA","enveloped",FALSE,TRUE,15690,0,1,1,2007,"ScientificPublicationDate_Earliest","virus","HP3","canine distemper","virus",0,0,0,NA,NA,1
"feline calicivirus","leopardus pardalis","Antibodies",0,"Fiorello et al. 2007","carnivora","felidae","leopardus","pardalis","unassigned","caliciviridae",NA,"vesivirus","SS","RNA","non-enveloped",FALSE,TRUE,7683,0,0,0,2007,"ScientificPublicationDate_Earliest","virus","HP3","feline calicivirus","virus",0,0,0,NA,NA,0
"canid herpesvirus 1","leptonychotes weddellii","Antibodies",0,"Harder et al. 1991","carnivora","phocidae","leptonychotes","weddellii","herpesvirales","herpesviridae","alphaherpesvirinae","varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125171,0,0,0,1991,"ScientificPublicationDate_Earliest","virus","HP3","canid herpesvirus 1","virus",0,0,0,NA,NA,0
"felid herpesvirus 1","leptonychotes weddellii","Antibodies",0,"Stenvers et al. 1992","carnivora","phocidae","leptonychotes","weddellii","herpesvirales","herpesviridae","alphaherpesvirinae","varicellovirus","DS","DNA","enveloped",FALSE,FALSE,135797,0,0,0,1992,"ScientificPublicationDate_Earliest","virus","HP3","felid herpesvirus 1","virus",0,0,0,NA,NA,0
"phocid herpesvirus 1","leptonychotes weddellii","Antibodies",0,"Harder et al. 1991","carnivora","phocidae","leptonychotes","weddellii","herpesvirales","herpesviridae","alphaherpesvirinae","varicellovirus","DS","DNA","enveloped",FALSE,FALSE,125000,0,0,0,1991,"ScientificPublicationDate_Earliest","virus","HP3","phocid herpesvirus 1","virus",0,0,0,NA,NA,0
"rabies","leptonycteris curasoae","Antibodies",0,"Salas-Rojas et al. 2004","chiroptera","phyllostomidae","leptonycteris","curasoae","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2004,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"rabies","leptonycteris nivalis","Isolation",2,"Constantine 1979","chiroptera","phyllostomidae","leptonycteris","nivalis","mononegavirales","rhabdoviridae",NA,"lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,1979,"ScientificPublicationDate_Earliest","virus","HP3","rabies","virus",1,1,1,"rabies","direct, bite",1
"california encephalitis","lepus americanus","Antibodies",0,"Parkin et al. 1973","lagomorpha","leporidae","lepus","americanus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,1,1973,"ScientificPublicationDate_Earliest","virus","HP3","california encephalitis","virus",1,1,1,"california encephalitis","vector",1
"st. louis encephalitis","lepus americanus","Antibodies",0,"Williams et al. 2001","lagomorpha","leporidae","lepus","americanus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,2001,"ScientificPublicationDate_Earliest","virus","HP3","st. louis encephalitis","virus",1,1,1,"st. louis encephalitis","vector",1
"western equine encephalitis","lepus americanus","Antibodies",0,"Yuill et al. 1964","lagomorpha","leporidae","lepus","americanus","unassigned","togaviridae",NA,"alphavirus","SS","RNA","enveloped",FALSE,TRUE,11000,0,1,1,1964,"ScientificPublicationDate_Earliest","virus","HP3","western equine encephalitis","virus",1,1,1,"western equine encephalitis","vector",1
"bunyamwera","lepus californicus","Isolation",2,"Calisher et al. 1986","lagomorpha","leporidae","lepus","californicus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12300,0,1,1,1986,"ScientificPublicationDate_Earliest","virus","HP3","bunyamwera","virus",1,1,1,"bunyaviridae misc","vector",1
"main drain","lepus californicus","Isolation",2,"Calisher et al. 1986","lagomorpha","leporidae","lepus","californicus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,5996,0,0,0,1986,"ScientificPublicationDate_Earliest","virus","HP3","main drain virus","virus",0,0,0,NA,NA,0
"simbu","lepus californicus","Isolation",2,"Hardy et al.  1974","lagomorpha","leporidae","lepus","californicus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12172,0,0,0,1974,"ScientificPublicationDate_Earliest","virus","HP3","simbu","virus",0,0,0,NA,NA,0
"st. louis encephalitis","lepus californicus","Antibodies",0,"Aguirre et al. 1992","lagomorpha","leporidae","lepus","californicus","unassigned","flaviviridae",NA,"flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,1992,"ScientificPublicationDate_Earliest","virus","HP3","st. louis encephalitis","virus",1,1,1,"st. louis encephalitis","vector",1
"turlock","lepus californicus","Isolation",2,"Scott et al. 1975","lagomorpha","leporidae","lepus","californicus","unassigned","bunyaviridae",NA,"orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12250,0,0,0,1975,"ScientificPublicationDate_Earliest","virus","HP3","turlock","virus",0,0,0,NA,NA,0
"vesicular stomatitis indiana","lepus californicus","plaque reduction neutralization",1,"Aguirre et al. 1992","lagomorpha","leporidae","lepus","californicus","mononegavirales","rhabdoviridae",NA,"vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11161,0,1,0,1992,"ScientificPublicationDate_Earliest","virus","HP3","vesicular stomatitis indiana","virus",1,1,1,"vesicular stomatitis","vector, contact",1
