name,class,clade,superorder,order,suborder,family,subfamily,genus,species,subspecies,subgenus,subclass,infraclass,cohort,infraorder,superfamily,parvorder,tribe,species group,no rank
perimyotis subflavus subflavus,Aves,,,Passeriformes,,Cisticolidae,,Prinia,Prinia subflava,Prinia subflava subflava,,,Neognathae,,,Sylvioidea,,,,
philetor brachypterus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Philetor,Philetor brachypterus,,,,,,,,,,,
phyllostomus discolor,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,Phyllostomus discolor,,,,,,,,,,,
phyllostomus hastatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,Phyllostomus hastatus,,,,,,,,,,,
pipistrellus abramus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus abramus,,,,,,,,,,,
pipistrellus ceylonicus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus ceylonicus,,,,,,,,,,,
pipistrellus hesperidus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus hesperidus,,,,,,,,,,,
pipistrellus kuhlii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus kuhlii,,,,,,,,,,,
pipistrellus nathusii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus nathusii,,,,,,,,,,,
pipistrellus pipistrellus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Pipistrellus,Pipistrellus pipistrellus,,,,,,,,,,,
platyrrhinus helleri,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,Platyrrhinus helleri,,,,,,,,,,,
platyrrhinus lineatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,Platyrrhinus lineatus,,,,,,,,,,,
plecotus auritus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Plecotus,Plecotus auritus,,,,,,,,,,,
plecotus austriacus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Plecotus,Plecotus austriacus,,,,,,,,,,,
pteronotus davyi,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Mormoopidae,,Pteronotus,Pteronotus davyi,,,,,,,,,,,
pteronotus parnellii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Mormoopidae,,Pteronotus,Pteronotus parnellii,,,,,,,,,,,
pteropus admiralitatum,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus admiralitatum,,,,,,,,,,,
pteropus alecto,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus alecto,,,,,,,,,,,
pteropus capistratus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus capistratus,,,,,,,,,,,
pteropus conspicillatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus conspicillatus,,,,,,,,,,,
pteropus dasymallus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus dasymallus,,,,,,,,,,,
pteropus giganteus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus giganteus,,,,,,,,,,,
pteropus hypomelanus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus hypomelanus,,,,,,,,,,,
pteropus lylei,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus lylei,,,,,,,,,,,
pteropus neohibernicus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus neohibernicus,,,,,,,,,,,
pteropus poliocephalus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus poliocephalus,,,,,,,,,,,
pteropus pumilus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus pumilus,,,,,,,,,,,
pteropus rodricensis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus rodricensis,,,,,,,,,,,
pteropus rufus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus rufus,,,,,,,,,,,
pteropus scapulatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus scapulatus,,,,,,,,,,,
pteropus vampyrus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus vampyrus,,,,,,,,,,,
rhinolophus affinis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus affinis,,,,,,,,,,,
rhinolophus alcyone,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus alcyone,,,,,,,,,,,
rhinolophus blasii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus blasii,,,,,,,,,,,
rhinolophus cornutus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus cornutus,,,,,,,,,,,
rhinolophus eloquens,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus eloquens,,,,,,,,,,,
rhinolophus euryale,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus euryale,,,,,,,,,,,
rhinolophus ferrumequinum,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus ferrumequinum,,,,,,,,,,,
rhinolophus hildebrandtii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus hildebrandti,,,,,,,,,,,
rhinolophus hipposideros,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus hipposideros,,,,,,,,,,,
rhinolophus lepidus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus lepidus,,,,,,,,,,,
rhinolophus macrotis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus macrotis,,,,,,,,,,,
rhinolophus mehelyi,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus mehelyi,,,,,,,,,,,
rhinolophus pearsonii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus pearsonii,,,,,,,,,,,
rhinolophus pusillus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus pusillus,,,,,,,,,,,
rhinolophus rouxii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus rouxii,,,,,,,,,,,
rhinolophus sinicus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus sinicus,,,,,,,,,,,
rhinophylla pumilio,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Carolliinae,Rhinophylla,Rhinophylla pumilio,,,,,,,,,,,
rhogeessa parvula,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Rhogeessa,Rhogeessa parvula,,,,,,,,,,,
rhynchonycteris naso,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Emballonurinae,Rhynchonycteris,Rhynchonycteris naso,,,,,,,,,,,
rousettus aegyptiacus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Rousettus,Rousettus aegyptiacus,,,,,,,,,,,
rousettus amplexicaudatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Rousettus,Rousettus amplexicaudatus,,,,,,,,,,,
rousettus leschenaultii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Rousettus,Rousettus leschenaultii,,,,,,,,,,,
rousettus madagascariensis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Rousettus,Rousettus madagascariensis,,,,,,,,,,,
saccolaimus flaviventris,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Taphozoinae,Saccolaimus,Saccolaimus flaviventris,,,,,,,,,,,
saccolaimus saccolaimus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Taphozoinae,Saccolaimus,Saccolaimus saccolaimus,,,,,,,,,,,
scotophilus kuhlii,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Scotophilus,Scotophilus kuhlii,,,,,,,,,,,
scotophilus nigrita,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Scotophilus,Scotophilus nigrita,,,,,,,,,,,
sturnira lilium,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Sturnira,Sturnira lilium,,,,,,,,,,,
sturnira ludovici,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Sturnira,Sturnira ludovici,,,,,,,,,,,
sturnira tildae,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Sturnira,Sturnira tildae,,,,,,,,,,,
syconycteris australis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Macroglossinae,Syconycteris,Syconycteris australis,,,,,,,,,,,
tadarida brasiliensis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Molossidae,,Tadarida,Tadarida brasiliensis,,,,,,,,,,,
tadarida condylura,Actinopteri,Gadariae,,Gadiformes,Macrouroidei,Macrouridae,Macrourinae,Nezumia,Nezumia condylura,,,Neopterygii,Teleostei,Euteleosteomorpha,,,,,,Clupeocephala
tadarida plicata,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Molossidae,,Chaerephon,Chaerephon plicatus,,,,,,,,,,,
tadarida pumila,Agaricomycetes,,,Gomphales,,Gomphaceae,,Ramaria,Ramaria pumila,,,Phallomycetidae,,,,,,,,
tadarida teniotis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Molossidae,,Tadarida,Tadarida teniotis,,,,,,,,,,,
taphozous melanopogon,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Taphozoinae,Taphozous,Taphozous melanopogon,,,,,,,,,,,
taphozous perforatus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Taphozoinae,Taphozous,Taphozous perforatus,,,,,,,,,,,
taphozous theobaldi,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Emballonuridae,Taphozoinae,Taphozous,Taphozous theobaldi,,,,,,,,,,,
tonatia bidens,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Phyllostominae,Tonatia,Tonatia bidens,,,,,,,,,,,
trachops cirrhosus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Phyllostominae,Trachops,Trachops cirrhosus,,,,,,,,,,,
tylonycteris pachypus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Tylonycteris,Tylonycteris pachypus,,,,,,,,,,,
uroderma bilobatum,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Uroderma,Uroderma bilobatum,,,,,,,,,,,
vampyrodes caraccioli,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Phyllostomidae,Stenodermatinae,Vampyrodes,Vampyrodes caraccioli,,,,,,,,,,,
vespadelus pumilus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Vespadelus,Vespadelus pumilus,,,,,,,,,,,
vespertilio murinus,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Vespertilio,Vespertilio murinus,,,,,,,,,,,
vespertilio sinensis,Mammalia,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,,Vespertilio,Vespertilio sinensis,,,,,,,,,,,
cabassous centralis,Mammalia,Eutheria,Xenarthra,Cingulata,,Chlamyphoridae,,Cabassous,Cabassous centralis,,,,,,,,,,,
chaetophractus vellerosus,Mammalia,Eutheria,Xenarthra,Cingulata,,Chlamyphoridae,,Chaetophractus,Chaetophractus vellerosus,,,,,,,,,,,
dasypus novemcinctus,Mammalia,Eutheria,Xenarthra,Cingulata,,Dasypodidae,,Dasypus,Dasypus novemcinctus,,,,,,,,,,,
tolypeutes matacus,Mammalia,Eutheria,Xenarthra,Cingulata,,Chlamyphoridae,,Tolypeutes,Tolypeutes matacus,,,,,,,,,,,
dasycercus cristicauda,Mammalia,Metatheria,,Dasyuromorphia,,Dasyuridae,,Dasycercus,Dasycercus cristicauda,,,,,,,,,,,
sarcophilus harrisii,Mammalia,Metatheria,,Dasyuromorphia,,Dasyuridae,,Sarcophilus,Sarcophilus harrisii,,,,,,,,,,,
caluromys derbianus,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Caluromyinae,Caluromys,Caluromys derbianus,,,,,,,,,,,
caluromys philander,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Caluromyinae,Caluromys,Caluromys philander,,,,,,,,,,,
chironectes minimus,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Chironectes,Chironectes minimus,,,,,,,,,,,
didelphis marsupialis,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Didelphis,Didelphis marsupialis,,,,,,,,,,,
didelphis virginiana,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Didelphis,Didelphis virginiana,,,,,,,,,,,
marmosa murina,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Marmosa,Marmosa murina,,Marmosa,,,,,,,,,
marmosa robinsoni,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Marmosa,Marmosa robinsoni,,Exulomarmosa,,,,,,,,,
marmosops parvidens,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Marmosops,Marmosops parvidens,,,,,,,,,,,
metachirus nudicaudatus,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Metachirus,Metachirus nudicaudatus,,,,,,,,,,,
micoureus demerarae,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Marmosa,Marmosa demerarae,,Micoureus,,,,,,,,,
monodelphis domestica,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Monodelphis,Monodelphis domestica,,,,,,,,,,,
philander opossum,Mammalia,Metatheria,,Didelphimorphia,,Didelphidae,Didelphinae,Philander,Philander opossum,,,,,,,,,,,
bettongia gaimardi,Mammalia,Metatheria,,Diprotodontia,,Potoroidae,,Bettongia,Bettongia gaimardi,,,,,,,,,,,
bettongia penicillata,Mammalia,Metatheria,,Diprotodontia,,Potoroidae,,Bettongia,Bettongia penicillata,,,,,,,,,,,
dendrolagus goodfellowi,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Dendrolagus,Dendrolagus goodfellowi,,,,,,,,,,,
dorcopsis muelleri,Insecta,Dicondylia,,Diptera,Nematocera,Mycetophilidae,Leiinae,Docosia,Docosia muelleri,,,Pterygota,Neoptera,Holometabola,Bibionomorpha,Sciaroidea,,,,
dorcopsis veterum,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Dorcopsis,Dorcopsis veterum,,,,,,,,,,,
lagorchestes conspicillatus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Lagorchestes,Lagorchestes conspicillatus,,,,,,,,,,,
macropus agilis,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus agilis,,,,,,,,,,,
macropus fuliginosus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Macropus,Macropus fuliginosus,,,,,,,,,,,
macropus giganteus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Macropus,Macropus giganteus,,,,,,,,,,,
macropus parma,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus parma,,,,,,,,,,,
macropus robustus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Osphranter,Osphranter robustus,,,,,,,,,,,
macropus rufogriseus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus rufogriseus,,,,,,,,,,,
macropus rufus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Osphranter,Osphranter rufus,,,,,,,,,,,
notamacropus agilis,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus agilis,,,,,,,,,,,
notamacropus dorsalis,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus dorsalis,,,,,,,,,,,
notamacropus eugenii,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus eugenii,,,,,,,,,,,
notamacropus parma,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus parma,,,,,,,,,,,
notamacropus parryi,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus parryi,,,,,,,,,,,
notamacropus rufogriseus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Notamacropus,Notamacropus rufogriseus,,,,,,,,,,,
onychogalea unguifera,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Onychogalea,Onychogalea unguifera,,,,,,,,,,,
osphranter robustus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Osphranter,Osphranter robustus,,,,,,,,,,,
osphranter rufus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Osphranter,Osphranter rufus,,,,,,,,,,,
petaurus breviceps,Mammalia,Metatheria,,Diprotodontia,,Petauridae,,Petaurus,Petaurus breviceps,,,,,,,,,,,
phascolarctos cinereus,Mammalia,Metatheria,,Diprotodontia,,Phascolarctidae,,Phascolarctos,Phascolarctos cinereus,,,,,,,,,,,
potorous tridactylus,Mammalia,Metatheria,,Diprotodontia,,Potoroidae,,Potorous,Potorous tridactylus,,,,,,,,,,,
pseudocheirus peregrinus,Mammalia,Metatheria,,Diprotodontia,,Pseudocheiridae,,Pseudocheirus,Pseudocheirus peregrinus,,,,,,,,,,,
setonix brachyurus,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Setonix,Setonix brachyurus,,,,,,,,,,,
thylogale billardierii,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Thylogale,Thylogale billardierii,,,,,,,,,,,
trichosurus vulpecula,Mammalia,Metatheria,,Diprotodontia,,Phalangeridae,,Trichosurus,Trichosurus vulpecula,,,,,,,,,,,
vombatus ursinus,Mammalia,Metatheria,,Diprotodontia,,Vombatidae,,Vombatus,Vombatus ursinus,,,,,,,,,,,
wallabia bicolor,Mammalia,Metatheria,,Diprotodontia,,Macropodidae,,Wallabia,Wallabia bicolor,,,,,,,,,,,
atelerix albiventris,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Erinaceidae,Erinaceinae,Atelerix,Atelerix albiventris,,,,,,,,,,,
erinaceus europaeus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Erinaceidae,Erinaceinae,Erinaceus,Erinaceus europaeus,,,,,,,,,,,
crocidura lasiura,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Crocidura,Crocidura lasiura,,,,,,,,,,,
crocidura leucodon,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Crocidura,Crocidura leucodon,,,,,,,,,,,
crocidura olivieri,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Crocidura,Crocidura olivieri,,,,,,,,,,,
crocidura russula,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Crocidura,Crocidura russula,,,,,,,,,,,
crocidura zaphiri,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Crocidura,Crocidura olivieri,,,,,,,,,,,
erinaceus roumanicus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Erinaceidae,Erinaceinae,Erinaceus,Erinaceus roumanicus,,,,,,,,,,,
hemiechinus auritus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Erinaceidae,Erinaceinae,Hemiechinus,Hemiechinus auritus,,,,,,,,,,,
sorex araneus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Soricinae,Sorex,Sorex araneus,,,,,,,,,,,
sorex arcticus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Soricinae,Sorex,Sorex arcticus,,,,,,,,,,,
sorex minutus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Soricinae,Sorex,Sorex minutus,,,,,,,,,,,
suncus murinus,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Suncus,Suncus murinus,,,,,,,,,,,
sylvisorex ollula,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Soricidae,Crocidurinae,Sylvisorex,Sylvisorex ollula,,,,,,,,,,,
talpa romana,Mammalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,,Talpidae,,Talpa,Talpa romana,,,,,,,,,,,
lepus americanus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus americanus,,,,,,,,,,,
lepus californicus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus californicus,,,,,,,,,,,
lepus capensis,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus capensis,,,,,,,,,,,
lepus corsicanus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus corsicanus,,,,,,,,,,,
lepus europaeus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus europaeus,,,,,,,,,,,
lepus granatensis,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus granatensis,,,,,,,,,,,
lepus saxatilis,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus saxatilis,,,,,,,,,,,
lepus timidus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Lepus,Lepus timidus,,,,,,,,,,,
ochotona curzoniae,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Ochotonidae,,Ochotona,Ochotona curzoniae,,,,,,,,,,,
oryctolagus cuniculus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Oryctolagus,Oryctolagus cuniculus,,,,,,,,,,,
sylvilagus aquaticus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus aquaticus,,,,,,,,,,,
sylvilagus audubonii,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus audubonii,,,,,,,,,,,
sylvilagus bachmani,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus bachmani,,,,,,,,,,,
sylvilagus brasiliensis,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus brasiliensis,,,,,,,,,,,
sylvilagus floridanus,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus floridanus,,,,,,,,,,,
sylvilagus nuttallii,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus nuttallii,,,,,,,,,,,
sylvilagus palustris,Mammalia,Glires,Euarchontoglires,Lagomorpha,,Leporidae,,Sylvilagus,Sylvilagus palustris,,,,,,,,,,,
tachyglossus aculeatus,Mammalia,Prototheria,,Monotremata,,Tachyglossidae,,Tachyglossus,Tachyglossus aculeatus,,,,,,,,,,,
isoodon macrourus,Mammalia,Metatheria,,Peramelemorphia,,Peramelidae,,Isoodon,Isoodon macrourus,,,,,,,,,,,
isoodon obesulus,Mammalia,Metatheria,,Peramelemorphia,,Peramelidae,,Isoodon,Isoodon obesulus,,,,,,,,,,,
perameles gunnii,Mammalia,Metatheria,,Peramelemorphia,,Peramelidae,,Perameles,Perameles gunnii,,,,,,,,,,,
perameles nasuta,Mammalia,Metatheria,,Peramelemorphia,,Peramelidae,,Perameles,Perameles nasuta,,,,,,,,,,,
ceratotherium simum,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Rhinocerotidae,,Ceratotherium,Ceratotherium simum,,,,,,,,,,,
diceros bicornis,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Rhinocerotidae,,Diceros,Diceros bicornis,,,,,,,,,,,
equus asinus,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus asinus,,Asinus,,,,,,,,,
equus caballus,Mammalia,Boreoeutheria,Laurasiatheria,Perissodactyla,,Equidae,,Equus,Equus caballus,,Equus,,,,,,,,,
