"","Host","Host_Upham"
"27847","equus caballus","Equus caballus"
"27848","equus caballus","Equus caballus"
"27849","equus caballus","Equus caballus"
"27850","equus caballus","Equus caballus"
"27851","equus caballus","Equus caballus"
"27852","equus caballus","Equus caballus"
"27853","equus caballus","Equus caballus"
"27854","equus caballus","Equus caballus"
"27855","equus caballus","Equus caballus"
"27856","equus caballus","Equus caballus"
"27857","equus caballus","Equus caballus"
"27858","equus caballus","Equus caballus"
"27859","equus caballus","Equus caballus"
"27860","equus caballus","Equus caballus"
"27861","equus caballus","Equus caballus"
"27862","equus caballus","Equus caballus"
"27863","equus caballus","Equus caballus"
"27864","equus caballus","Equus caballus"
"27865","equus caballus","Equus caballus"
"27866","equus caballus","Equus caballus"
"27867","equus caballus","Equus caballus"
"27868","equus caballus","Equus caballus"
"27869","equus caballus","Equus caballus"
"27870","equus caballus","Equus caballus"
"27871","equus caballus","Equus caballus"
"27872","equus caballus","Equus caballus"
"27873","equus caballus","Equus caballus"
"27874","equus caballus","Equus caballus"
"27875","equus caballus","Equus caballus"
"27876","equus caballus","Equus caballus"
"27877","equus caballus","Equus caballus"
"27878","equus caballus","Equus caballus"
"27879","equus caballus","Equus caballus"
"27880","equus caballus","Equus caballus"
"27881","equus caballus","Equus caballus"
"27882","equus caballus","Equus caballus"
"27883","equus caballus","Equus caballus"
"27884","equus caballus","Equus caballus"
"27885","equus caballus","Equus caballus"
"27886","equus caballus","Equus caballus"
"27887","equus caballus","Equus caballus"
"27888","equus caballus","Equus caballus"
"27889","equus caballus","Equus caballus"
"27890","equus caballus","Equus caballus"
"27891","equus caballus","Equus caballus"
"27892","equus caballus","Equus caballus"
"27893","equus caballus","Equus caballus"
"27894","equus caballus","Equus caballus"
"27895","equus caballus","Equus caballus"
"27896","equus caballus","Equus caballus"
"27897","equus caballus","Equus caballus"
"27898","equus caballus","Equus caballus"
"27899","equus caballus","Equus caballus"
"27900","equus caballus","Equus caballus"
"27901","equus caballus","Equus caballus"
"27902","equus caballus","Equus caballus"
"27903","equus caballus","Equus caballus"
"27904","equus caballus","Equus caballus"
"27905","equus caballus","Equus caballus"
"27906","equus caballus","Equus caballus"
"27907","equus caballus","Equus caballus"
"27908","equus caballus","Equus caballus"
"27909","equus caballus","Equus caballus"
"27910","equus caballus","Equus caballus"
"27911","equus caballus","Equus caballus"
"27912","equus caballus","Equus caballus"
"27913","equus caballus","Equus caballus"
"27914","equus caballus","Equus caballus"
"27915","equus caballus","Equus caballus"
"27916","equus caballus","Equus caballus"
"27917","equus caballus","Equus caballus"
"27918","equus caballus","Equus caballus"
"27919","equus caballus","Equus caballus"
"27920","equus caballus","Equus caballus"
"27921","equus caballus","Equus caballus"
"27922","equus caballus","Equus caballus"
"27923","equus caballus","Equus caballus"
"27924","equus caballus","Equus caballus"
"27925","equus caballus","Equus caballus"
"27926","equus caballus","Equus caballus"
"27927","equus caballus","Equus caballus"
"27928","equus caballus","Equus caballus"
"27929","equus caballus","Equus caballus"
"27930","equus caballus","Equus caballus"
"27931","equus caballus","Equus caballus"
"27932","equus caballus","Equus caballus"
"27933","equus caballus","Equus caballus"
"27934","equus caballus","Equus caballus"
"27935","equus caballus","Equus caballus"
"27936","equus caballus","Equus caballus"
"27937","equus caballus","Equus caballus"
"27938","equus caballus","Equus caballus"
"27939","equus caballus","Equus caballus"
"27940","equus caballus","Equus caballus"
"27941","equus caballus","Equus caballus"
"27942","equus caballus","Equus caballus"
"27943","equus caballus","Equus caballus"
"27944","equus caballus","Equus caballus"
"27945","equus caballus","Equus caballus"
"27946","equus caballus","Equus caballus"
"27947","equus caballus","Equus caballus"
"27948","equus caballus","Equus caballus"
"27949","equus caballus","Equus caballus"
"27950","equus caballus","Equus caballus"
"27951","equus caballus","Equus caballus"
"27952","equus caballus","Equus caballus"
"27953","equus caballus","Equus caballus"
"27954","equus caballus","Equus caballus"
"27955","equus caballus","Equus caballus"
"27956","equus caballus","Equus caballus"
"27957","equus caballus","Equus caballus"
"27958","equus caballus","Equus caballus"
"27959","equus caballus","Equus caballus"
"27960","equus caballus","Equus caballus"
"27961","equus caballus","Equus caballus"
"27962","equus caballus","Equus caballus"
"27963","equus caballus","Equus caballus"
"27964","equus caballus","Equus caballus"
"27965","equus caballus","Equus caballus"
"27966","equus caballus","Equus caballus"
"27967","equus caballus","Equus caballus"
"27968","equus caballus","Equus caballus"
"27969","equus caballus","Equus caballus"
"27970","equus caballus","Equus caballus"
"27971","equus caballus","Equus caballus"
"27972","equus caballus","Equus caballus"
"27973","equus caballus","Equus caballus"
"27974","equus caballus","Equus caballus"
"27975","equus caballus","Equus caballus"
"27976","equus caballus","Equus caballus"
"27977","equus caballus","Equus caballus"
"27978","equus caballus","Equus caballus"
"27979","equus caballus","Equus caballus"
"27980","equus caballus","Equus caballus"
"27981","equus caballus","Equus caballus"
"27982","equus caballus","Equus caballus"
"27983","equus caballus","Equus caballus"
"27984","equus caballus","Equus caballus"
"27985","equus caballus","Equus caballus"
"27986","equus caballus","Equus caballus"
"27987","equus caballus","Equus caballus"
"27988","equus caballus","Equus caballus"
"27989","equus caballus","Equus caballus"
"27990","equus caballus","Equus caballus"
"27991","equus caballus","Equus caballus"
"27992","equus caballus","Equus caballus"
"27993","equus caballus","Equus caballus"
"27994","equus caballus","Equus caballus"
"27995","equus caballus","Equus caballus"
"27996","equus caballus","Equus caballus"
"27997","equus caballus","Equus caballus"
"27998","equus caballus","Equus caballus"
"27999","equus caballus","Equus caballus"
"28000","equus caballus","Equus caballus"
"28001","equus caballus","Equus caballus"
"28002","equus caballus","Equus caballus"
"28003","equus caballus","Equus caballus"
"28004","equus caballus","Equus caballus"
"28005","equus caballus","Equus caballus"
"28006","equus caballus","Equus caballus"
"28007","equus caballus","Equus caballus"
"28008","equus caballus","Equus caballus"
"28009","equus caballus","Equus caballus"
"28010","equus caballus","Equus caballus"
"28011","equus caballus","Equus caballus"
"28012","equus caballus","Equus caballus"
"28013","equus caballus","Equus caballus"
"28014","equus caballus","Equus caballus"
"28015","equus caballus","Equus caballus"
"28016","equus caballus","Equus caballus"
"28017","equus caballus","Equus caballus"
"28018","equus caballus","Equus caballus"
"28019","equus caballus","Equus caballus"
"28020","equus caballus","Equus caballus"
"28021","equus caballus","Equus caballus"
"28022","equus caballus","Equus caballus"
"28023","equus caballus","Equus caballus"
"28024","equus caballus","Equus caballus"
"28025","equus caballus","Equus caballus"
"28026","equus caballus","Equus caballus"
"28027","equus caballus","Equus caballus"
"28028","equus caballus","Equus caballus"
"28029","equus caballus","Equus caballus"
"28030","equus caballus","Equus caballus"
"28031","equus caballus","Equus caballus"
"28032","equus caballus","Equus caballus"
"28033","equus caballus","Equus caballus"
"28034","equus caballus","Equus caballus"
"28035","equus caballus","Equus caballus"
"28036","equus caballus","Equus caballus"
"28037","equus caballus","Equus caballus"
"28038","equus caballus","Equus caballus"
"28039","equus caballus","Equus caballus"
"28040","equus caballus","Equus caballus"
"28041","equus caballus","Equus caballus"
"28042","equus caballus","Equus caballus"
"28043","equus caballus","Equus caballus"
"28044","equus caballus","Equus caballus"
"28045","equus caballus","Equus caballus"
"28046","equus caballus","Equus caballus"
"28047","equus caballus","Equus caballus"
"28048","equus caballus","Equus caballus"
"28049","equus caballus","Equus caballus"
"28050","equus caballus","Equus caballus"
"28051","equus caballus","Equus caballus"
"28052","equus caballus","Equus caballus"
"28053","equus caballus","Equus caballus"
"28054","equus caballus","Equus caballus"
"28055","equus caballus","Equus caballus"
"28056","equus caballus","Equus caballus"
"28057","equus caballus","Equus caballus"
"28058","equus caballus","Equus caballus"
"28059","equus caballus","Equus caballus"
"28060","equus caballus","Equus caballus"
"28061","equus caballus","Equus caballus"
"28062","equus caballus","Equus caballus"
"28063","equus caballus","Equus caballus"
"28064","equus caballus","Equus caballus"
"28065","equus caballus","Equus caballus"
"28066","equus caballus","Equus caballus"
"28067","equus caballus","Equus caballus"
"28068","equus caballus","Equus caballus"
"28069","equus caballus","Equus caballus"
"28070","equus caballus","Equus caballus"
"28071","equus caballus","Equus caballus"
"28072","equus caballus","Equus caballus"
"28073","equus caballus","Equus caballus"
"28074","equus caballus","Equus caballus"
"28075","equus caballus","Equus caballus"
"28076","equus caballus","Equus caballus"
"28077","equus caballus","Equus caballus"
"28078","equus caballus","Equus caballus"
"28079","equus caballus","Equus caballus"
"28080","equus caballus","Equus caballus"
"28081","equus caballus","Equus caballus"
"28082","equus caballus","Equus caballus"
"28083","equus caballus","Equus caballus"
"28084","equus caballus","Equus caballus"
"28085","equus caballus","Equus caballus"
"28086","equus caballus","Equus caballus"
"28087","equus caballus","Equus caballus"
"28088","equus caballus","Equus caballus"
"28089","equus caballus","Equus caballus"
"28090","equus caballus","Equus caballus"
"28091","equus caballus","Equus caballus"
"28092","equus caballus","Equus caballus"
"28093","equus caballus","Equus caballus"
"28094","equus caballus","Equus caballus"
"28095","equus caballus","Equus caballus"
"28096","equus caballus","Equus caballus"
"28097","equus caballus","Equus caballus"
"28098","equus caballus","Equus caballus"
"28099","equus caballus","Equus caballus"
"28100","equus caballus","Equus caballus"
"28101","equus caballus","Equus caballus"
"28102","equus caballus","Equus caballus"
"28103","equus caballus","Equus caballus"
"28104","equus caballus","Equus caballus"
"28105","equus caballus","Equus caballus"
"28106","equus caballus","Equus caballus"
"28107","equus caballus","Equus caballus"
"28108","equus caballus","Equus caballus"
"28109","equus caballus","Equus caballus"
"28110","equus caballus","Equus caballus"
"28111","equus caballus","Equus caballus"
"28112","equus caballus","Equus caballus"
"28113","equus caballus","Equus caballus"
"28114","equus caballus","Equus caballus"
"28115","equus caballus","Equus caballus"
"28116","equus caballus","Equus caballus"
"28117","equus caballus","Equus caballus"
"28118","equus caballus","Equus caballus"
"28119","equus caballus","Equus caballus"
"28120","equus caballus","Equus caballus"
"28121","equus caballus","Equus caballus"
"28122","equus caballus","Equus caballus"
"28123","equus caballus","Equus caballus"
"28124","equus caballus","Equus caballus"
"28125","equus caballus","Equus caballus"
"28126","equus caballus","Equus caballus"
"28127","equus caballus","Equus caballus"
"28128","equus caballus","Equus caballus"
"28129","equus caballus","Equus caballus"
"28130","equus caballus","Equus caballus"
"28131","equus caballus","Equus caballus"
"28132","equus caballus","Equus caballus"
"28133","equus caballus","Equus caballus"
"28134","equus caballus","Equus caballus"
"28135","equus caballus","Equus caballus"
"28136","equus caballus","Equus caballus"
"28137","equus caballus","Equus caballus"
"28138","equus caballus","Equus caballus"
"28139","equus caballus","Equus caballus"
"28140","equus caballus","Equus caballus"
"28141","equus caballus","Equus caballus"
"28142","equus caballus","Equus caballus"
"28143","equus caballus","Equus caballus"
"28144","equus caballus","Equus caballus"
"28145","equus caballus","Equus caballus"
"28146","equus caballus","Equus caballus"
"28147","equus caballus","Equus caballus"
"28148","equus caballus","Equus caballus"
"28149","equus caballus","Equus caballus"
"28150","equus caballus","Equus caballus"
"28151","equus caballus","Equus caballus"
"28152","equus caballus","Equus caballus"
"28153","equus caballus","Equus caballus"
"28154","equus caballus","Equus caballus"
"28155","equus caballus","Equus caballus"
"28156","equus caballus","Equus caballus"
"28157","equus caballus","Equus caballus"
"28158","equus caballus","Equus caballus"
"28159","equus caballus","Equus caballus"
"28160","equus caballus","Equus caballus"
"28161","equus caballus","Equus caballus"
"28162","equus caballus","Equus caballus"
"28163","equus caballus","Equus caballus"
"28164","equus caballus","Equus caballus"
"28165","equus caballus","Equus caballus"
"28166","equus caballus","Equus caballus"
"28167","equus caballus","Equus caballus"
"28168","equus caballus","Equus caballus"
"28169","equus caballus","Equus caballus"
"28170","equus caballus","Equus caballus"
"28171","equus caballus","Equus caballus"
"28172","equus caballus","Equus caballus"
"28173","equus caballus","Equus caballus"
"28174","equus caballus","Equus caballus"
"28175","equus caballus","Equus caballus"
"28176","equus caballus","Equus caballus"
"28177","equus caballus","Equus caballus"
"28178","equus caballus","Equus caballus"
"28179","equus caballus","Equus caballus"
"28180","equus caballus","Equus caballus"
"28181","equus caballus","Equus caballus"
"28182","equus caballus","Equus caballus"
"28183","equus caballus","Equus caballus"
"28184","equus caballus","Equus caballus"
"28185","equus caballus","Equus caballus"
"28186","equus caballus","Equus caballus"
"28187","equus caballus","Equus caballus"
"28188","equus caballus","Equus caballus"
"28189","equus caballus","Equus caballus"
"28190","equus caballus","Equus caballus"
"28191","equus caballus","Equus caballus"
"28192","equus caballus","Equus caballus"
"28193","equus caballus","Equus caballus"
"28194","equus caballus","Equus caballus"
"28195","equus caballus","Equus caballus"
"28196","equus caballus","Equus caballus"
"28197","equus caballus","Equus caballus"
"28198","equus caballus","Equus caballus"
"28199","equus caballus","Equus caballus"
"28200","equus caballus","Equus caballus"
"28201","equus caballus","Equus caballus"
"28202","equus caballus","Equus caballus"
"28203","equus caballus","Equus caballus"
"28204","equus caballus","Equus caballus"
"28205","equus caballus","Equus caballus"
"28206","equus caballus","Equus caballus"
"28207","equus caballus","Equus caballus"
"28208","equus caballus","Equus caballus"
"28209","equus caballus","Equus caballus"
"28210","equus caballus","Equus caballus"
"28211","equus caballus","Equus caballus"
"28212","equus caballus","Equus caballus"
"28213","equus caballus","Equus caballus"
"28214","equus caballus","Equus caballus"
"28215","equus caballus","Equus caballus"
"28216","equus caballus","Equus caballus"
"28217","equus caballus","Equus caballus"
"28218","equus caballus","Equus caballus"
"28219","equus caballus","Equus caballus"
"28220","equus caballus","Equus caballus"
"28221","equus caballus","Equus caballus"
"28222","equus caballus","Equus caballus"
"28223","equus caballus","Equus caballus"
"28224","equus caballus","Equus caballus"
"28225","equus caballus","Equus caballus"
"28226","equus caballus","Equus caballus"
"28227","equus caballus","Equus caballus"
"28228","equus caballus","Equus caballus"
"28229","equus caballus","Equus caballus"
"28230","equus caballus","Equus caballus"
"28231","equus caballus","Equus caballus"
"28232","equus caballus","Equus caballus"
"28233","equus caballus","Equus caballus"
"28234","equus caballus","Equus caballus"
"28235","equus caballus","Equus caballus"
"28236","equus caballus","Equus caballus"
"28237","equus caballus","Equus caballus"
"28238","equus caballus","Equus caballus"
"28239","equus caballus","Equus caballus"
"28240","equus caballus","Equus caballus"
"28241","equus caballus","Equus caballus"
"28242","equus caballus","Equus caballus"
"28243","equus caballus","Equus caballus"
"28244","equus caballus","Equus caballus"
"28245","equus caballus","Equus caballus"
"28246","equus caballus","Equus caballus"
"28247","equus caballus","Equus caballus"
"28248","equus caballus","Equus caballus"
"28249","equus caballus","Equus caballus"
"28250","equus caballus","Equus caballus"
"28251","equus caballus","Equus caballus"
"28252","equus caballus","Equus caballus"
"28253","equus caballus","Equus caballus"
"28254","equus caballus","Equus caballus"
"28255","equus caballus","Equus caballus"
"28256","equus caballus","Equus caballus"
"28257","equus caballus","Equus caballus"
"28258","equus caballus","Equus caballus"
"28259","equus caballus","Equus caballus"
"28260","equus caballus","Equus caballus"
"28261","equus caballus","Equus caballus"
"28262","equus caballus","Equus caballus"
"28263","equus caballus","Equus caballus"
"28264","equus caballus","Equus caballus"
"28265","equus caballus","Equus caballus"
"28266","equus caballus","Equus caballus"
"28267","equus caballus","Equus caballus"
"28268","equus caballus","Equus caballus"
"28269","equus caballus","Equus caballus"
"28270","equus caballus","Equus caballus"
"28271","equus caballus","Equus caballus"
"28272","equus caballus","Equus caballus"
"28273","equus caballus","Equus caballus"
"28274","equus caballus","Equus caballus"
"28275","equus caballus","Equus caballus"
"28276","equus caballus","Equus caballus"
"28277","equus caballus","Equus caballus"
"28278","equus caballus","Equus caballus"
"28279","equus caballus","Equus caballus"
"28280","equus caballus","Equus caballus"
"28281","equus caballus","Equus caballus"
"28282","equus caballus","Equus caballus"
"28283","equus caballus","Equus caballus"
"28284","equus caballus","Equus caballus"
"28285","equus caballus","Equus caballus"
"28286","equus caballus","Equus caballus"
"28287","equus caballus","Equus caballus"
"28288","equus caballus","Equus caballus"
"28289","equus caballus","Equus caballus"
"28290","equus caballus","Equus caballus"
"28291","equus caballus","Equus caballus"
"28292","equus caballus","Equus caballus"
"28293","equus caballus","Equus caballus"
"28294","equus caballus","Equus caballus"
"28295","equus caballus","Equus caballus"
"28296","equus caballus","Equus caballus"
"28297","equus caballus","Equus caballus"
"28298","equus caballus","Equus caballus"
"28299","equus caballus","Equus caballus"
"28300","equus caballus","Equus caballus"
"28301","equus caballus","Equus caballus"
"28302","equus caballus","Equus caballus"
"28303","equus caballus","Equus caballus"
"28304","equus caballus","Equus caballus"
"28305","equus caballus","Equus caballus"
"28306","equus caballus","Equus caballus"
"28307","equus caballus","Equus caballus"
"28308","equus caballus","Equus caballus"
"28309","equus caballus","Equus caballus"
"28310","equus caballus","Equus caballus"
"28311","equus caballus","Equus caballus"
"28312","equus caballus","Equus caballus"
"28313","equus caballus","Equus caballus"
"28314","equus caballus","Equus caballus"
"28315","equus caballus","Equus caballus"
"28316","equus caballus","Equus caballus"
"28317","equus caballus","Equus caballus"
"28318","equus caballus","Equus caballus"
"28319","equus caballus","Equus caballus"
"28320","equus caballus","Equus caballus"
"28321","equus caballus","Equus caballus"
"28322","equus caballus","Equus caballus"
"28323","equus caballus","Equus caballus"
"28324","equus caballus","Equus caballus"
"28325","equus caballus","Equus caballus"
"28326","equus caballus","Equus caballus"
"28327","equus caballus","Equus caballus"
"28328","equus caballus","Equus caballus"
"28329","equus caballus","Equus caballus"
"28330","equus caballus","Equus caballus"
"28331","equus caballus","Equus caballus"
"28332","equus caballus","Equus caballus"
"28333","equus caballus","Equus caballus"
"28334","equus caballus","Equus caballus"
"28335","equus caballus","Equus caballus"
"28336","equus caballus","Equus caballus"
"28337","equus caballus","Equus caballus"
"28338","equus caballus","Equus caballus"
"28339","equus caballus","Equus caballus"
"28340","equus caballus","Equus caballus"
"28341","equus caballus","Equus caballus"
"28342","equus caballus","Equus caballus"
"28343","equus caballus","Equus caballus"
"28344","equus caballus","Equus caballus"
"28345","equus caballus","Equus caballus"
"28346","equus caballus","Equus caballus"
"28347","equus caballus","Equus caballus"
"28348","equus caballus","Equus caballus"
"28349","equus caballus","Equus caballus"
"28350","equus caballus","Equus caballus"
"28351","equus caballus","Equus caballus"
"28352","equus caballus","Equus caballus"
"28353","equus caballus","Equus caballus"
"28354","equus caballus","Equus caballus"
"28355","equus caballus","Equus caballus"
"28356","equus caballus","Equus caballus"
"28357","equus caballus","Equus caballus"
"28358","equus caballus","Equus caballus"
"28359","equus caballus","Equus caballus"
"28360","equus caballus","Equus caballus"
"28361","equus caballus","Equus caballus"
"28362","equus caballus","Equus caballus"
"28363","equus caballus","Equus caballus"
"28364","equus caballus","Equus caballus"
"28365","equus caballus","Equus caballus"
"28366","equus caballus","Equus caballus"
"28367","equus caballus","Equus caballus"
"28368","equus caballus","Equus caballus"
"28369","equus caballus","Equus caballus"
"28370","equus caballus","Equus caballus"
"28371","equus caballus","Equus caballus"
"28372","equus caballus","Equus caballus"
"28373","equus caballus","Equus caballus"
"28374","equus caballus","Equus caballus"
"28375","equus caballus","Equus caballus"
"28376","equus caballus","Equus caballus"
"28377","equus caballus","Equus caballus"
"28378","equus caballus","Equus caballus"
"28379","equus caballus","Equus caballus"
"28380","equus caballus","Equus caballus"
"28381","equus caballus","Equus caballus"
"28382","equus caballus","Equus caballus"
"28383","equus caballus","Equus caballus"
"28384","equus caballus","Equus caballus"
"28385","equus caballus","Equus caballus"
"28386","equus caballus","Equus caballus"
"28387","equus caballus","Equus caballus"
"28388","equus caballus","Equus caballus"
"28389","equus caballus","Equus caballus"
"28390","equus caballus","Equus caballus"
"28391","equus caballus","Equus caballus"
"28392","equus caballus","Equus caballus"
"28393","equus caballus","Equus caballus"
"28394","equus caballus","Equus caballus"
"28395","equus caballus","Equus caballus"
"28396","equus caballus","Equus caballus"
"28397","equus caballus","Equus caballus"
"28398","equus caballus","Equus caballus"
"28399","equus caballus","Equus caballus"
"28400","equus caballus","Equus caballus"
"28401","equus caballus","Equus caballus"
"28402","equus caballus","Equus caballus"
"28403","equus caballus","Equus caballus"
"28404","equus caballus","Equus caballus"
"28405","equus caballus","Equus caballus"
"28406","equus caballus","Equus caballus"
"28407","equus caballus","Equus caballus"
"28408","equus caballus","Equus caballus"
"28409","equus caballus","Equus caballus"
"28410","equus caballus","Equus caballus"
"28411","equus caballus","Equus caballus"
"28412","equus caballus","Equus caballus"
"28413","equus caballus","Equus caballus"
"28414","equus caballus","Equus caballus"
"28415","equus caballus","Equus caballus"
"28416","equus caballus","Equus caballus"
"28417","equus caballus","Equus caballus"
"28418","equus caballus","Equus caballus"
"28419","equus caballus","Equus caballus"
"28420","equus caballus","Equus caballus"
"28421","equus caballus","Equus caballus"
"28422","equus caballus","Equus caballus"
"28423","equus caballus","Equus caballus"
"28424","equus caballus","Equus caballus"
"28425","equus caballus","Equus caballus"
"28426","equus caballus","Equus caballus"
"28427","equus caballus","Equus caballus"
"28428","equus caballus","Equus caballus"
"28429","equus caballus","Equus caballus"
"28430","equus caballus","Equus caballus"
"28431","equus caballus","Equus caballus"
"28432","equus caballus","Equus caballus"
"28433","equus caballus","Equus caballus"
"28434","equus caballus","Equus caballus"
"28435","equus caballus","Equus caballus"
"28436","equus caballus","Equus caballus"
"28437","equus caballus","Equus caballus"
"28438","equus caballus","Equus caballus"
"28439","equus caballus","Equus caballus"
"28440","equus caballus","Equus caballus"
"28441","equus caballus","Equus caballus"
"28442","equus caballus","Equus caballus"
"28443","equus caballus","Equus caballus"
"28444","equus caballus","Equus caballus"
"28445","equus caballus","Equus caballus"
"28446","equus caballus","Equus caballus"
"28447","equus caballus","Equus caballus"
"28448","equus caballus","Equus caballus"
"28449","equus caballus","Equus caballus"
"28450","equus caballus","Equus caballus"
"28451","equus caballus","Equus caballus"
"28452","equus caballus","Equus caballus"
"28453","equus caballus","Equus caballus"
"28454","equus caballus","Equus caballus"
"28455","equus caballus","Equus caballus"
"28456","equus caballus","Equus caballus"
"28457","equus caballus","Equus caballus"
"28458","equus caballus","Equus caballus"
"28459","equus caballus","Equus caballus"
"28460","equus caballus","Equus caballus"
"28461","equus caballus","Equus caballus"
"28462","equus caballus","Equus caballus"
"28463","equus caballus","Equus caballus"
"28464","equus caballus","Equus caballus"
"28465","equus caballus","Equus caballus"
"28466","equus caballus","Equus caballus"
"28467","equus caballus","Equus caballus"
"28468","equus caballus","Equus caballus"
"28469","equus caballus","Equus caballus"
"28470","equus caballus","Equus caballus"
"28471","equus caballus","Equus caballus"
"28472","equus caballus","Equus caballus"
"28473","equus caballus","Equus caballus"
"28474","equus caballus","Equus caballus"
"28475","equus caballus","Equus caballus"
"28476","equus caballus","Equus caballus"
"28477","equus caballus","Equus caballus"
"28478","equus caballus","Equus caballus"
"28479","equus caballus","Equus caballus"
"28480","equus caballus","Equus caballus"
"28481","equus caballus","Equus caballus"
"28482","equus caballus","Equus caballus"
"28483","equus caballus","Equus caballus"
"28484","equus caballus","Equus caballus"
"28485","equus caballus","Equus caballus"
"28486","equus caballus","Equus caballus"
"28487","equus caballus","Equus caballus"
"28488","equus caballus","Equus caballus"
"28489","equus caballus","Equus caballus"
"28490","equus caballus","Equus caballus"
"28491","equus caballus","Equus caballus"
"28492","equus caballus","Equus caballus"
"28493","equus caballus","Equus caballus"
"28494","equus caballus","Equus caballus"
"28495","equus caballus","Equus caballus"
"28496","equus caballus","Equus caballus"
"28497","equus caballus","Equus caballus"
"28498","equus caballus","Equus caballus"
"28499","equus caballus","Equus caballus"
"28500","equus caballus","Equus caballus"
"28501","equus caballus","Equus caballus"
"28502","equus caballus","Equus caballus"
"28503","equus caballus","Equus caballus"
"28504","equus caballus","Equus caballus"
"28505","equus caballus","Equus caballus"
"28506","equus caballus","Equus caballus"
"28507","equus caballus","Equus caballus"
"28508","equus caballus","Equus caballus"
"28509","equus caballus","Equus caballus"
"28510","equus caballus","Equus caballus"
"28511","equus caballus","Equus caballus"
"28512","equus caballus","Equus caballus"
"28513","equus caballus","Equus caballus"
"28514","equus caballus","Equus caballus"
"28515","equus caballus","Equus caballus"
"28516","equus caballus","Equus caballus"
"28517","equus caballus","Equus caballus"
"28518","equus caballus","Equus caballus"
"28519","equus caballus","Equus caballus"
"28520","equus caballus","Equus caballus"
"28521","equus caballus","Equus caballus"
"28522","equus caballus","Equus caballus"
"28523","equus caballus","Equus caballus"
"28524","equus caballus","Equus caballus"
"28525","equus caballus","Equus caballus"
"28526","equus caballus","Equus caballus"
"28527","equus caballus","Equus caballus"
"28528","equus caballus","Equus caballus"
"28529","equus caballus","Equus caballus"
"28530","equus caballus","Equus caballus"
"28531","equus caballus","Equus caballus"
"28532","equus caballus","Equus caballus"
"28533","equus caballus","Equus caballus"
"28534","equus caballus","Equus caballus"
"28535","equus caballus","Equus caballus"
"28536","equus caballus","Equus caballus"
"28537","equus caballus","Equus caballus"
"28538","equus caballus","Equus caballus"
"28539","equus caballus","Equus caballus"
"28540","equus caballus","Equus caballus"
"28541","equus caballus","Equus caballus"
"28542","equus caballus","Equus caballus"
"28543","equus caballus","Equus caballus"
"28544","equus caballus","Equus caballus"
"28545","equus caballus","Equus caballus"
"28546","equus caballus","Equus caballus"
"28547","equus caballus","Equus caballus"
"28548","equus caballus","Equus caballus"
"28549","equus caballus","Equus caballus"
"28550","equus caballus","Equus caballus"
"28551","equus caballus","Equus caballus"
"28552","equus caballus","Equus caballus"
"28553","equus caballus","Equus caballus"
"28554","equus caballus","Equus caballus"
"28555","equus caballus","Equus caballus"
"28556","equus caballus","Equus caballus"
"28557","equus caballus","Equus caballus"
"28558","equus caballus","Equus caballus"
"28559","equus caballus","Equus caballus"
"28560","equus caballus","Equus caballus"
"28561","equus caballus","Equus caballus"
"28562","equus caballus","Equus caballus"
"28563","equus caballus","Equus caballus"
"28564","equus caballus","Equus caballus"
"28565","equus caballus","Equus caballus"
"28566","equus caballus","Equus caballus"
"28567","equus caballus","Equus caballus"
"28568","equus caballus","Equus caballus"
"28569","equus caballus","Equus caballus"
"28570","equus caballus","Equus caballus"
"28571","equus caballus","Equus caballus"
"28572","equus caballus","Equus caballus"
"28573","equus caballus","Equus caballus"
"28574","equus caballus","Equus caballus"
"28575","equus caballus","Equus caballus"
"28576","equus caballus","Equus caballus"
"28577","equus caballus","Equus caballus"
"28578","equus caballus","Equus caballus"
"28579","equus caballus","Equus caballus"
"28580","equus caballus","Equus caballus"
"28581","equus caballus","Equus caballus"
"28582","equus caballus","Equus caballus"
"28583","equus caballus","Equus caballus"
"28584","equus caballus","Equus caballus"
"28585","equus caballus","Equus caballus"
"28586","equus caballus","Equus caballus"
"28587","equus caballus","Equus caballus"
"28588","equus caballus","Equus caballus"
"28589","equus caballus","Equus caballus"
"28590","equus caballus","Equus caballus"
"28591","equus caballus","Equus caballus"
"28592","equus caballus","Equus caballus"
"28593","equus caballus","Equus caballus"
"28594","equus caballus","Equus caballus"
"28595","equus caballus","Equus caballus"
"28596","equus caballus","Equus caballus"
"28597","equus caballus","Equus caballus"
"28598","equus caballus","Equus caballus"
"28599","equus caballus","Equus caballus"
"28600","equus caballus","Equus caballus"
"28601","equus caballus","Equus caballus"
"28602","equus caballus","Equus caballus"
"28603","equus caballus","Equus caballus"
"28604","equus caballus","Equus caballus"
"28605","equus caballus","Equus caballus"
"28606","equus caballus","Equus caballus"
"28607","equus caballus","Equus caballus"
"28608","equus caballus","Equus caballus"
"28609","equus caballus","Equus caballus"
"28610","equus caballus","Equus caballus"
"28611","equus caballus","Equus caballus"
"28612","equus caballus","Equus caballus"
"28613","equus caballus","Equus caballus"
"28614","equus caballus","Equus caballus"
"28615","equus caballus","Equus caballus"
"28616","equus caballus","Equus caballus"
"28617","equus caballus","Equus caballus"
"28618","equus caballus","Equus caballus"
"28619","equus caballus","Equus caballus"
"28620","equus caballus","Equus caballus"
"28621","equus caballus","Equus caballus"
"28622","equus caballus","Equus caballus"
"28623","equus caballus","Equus caballus"
