"AssocID","Host_AsReported","Pathogen_AsReported"
27048,"patas","treponema pallidum"
27049,"singes patas","treponema endemicum"
27051,"eulemur fulvus albifrons","lactobacillus sp."
27055,"eulemur macaco macaco","bacillus cereus"
27058,"eulemur macaco macaco","streptococcus group d"
27059,"eulemur macaco macaco","enterococcus"
27060,"eulemur macaco macaco","escherichia coli"
27063,"eulemur macaco macaco","klebsiella ozaenae"
27066,"eulemur macaco macaco","coagulase-negative staphylococcus"
27067,"eulemur macaco macaco","alpha-hemolytic streptococcus"
27068,"eulemur fulvus rufus","acinetobacter lwolfii"
27069,"eulemur fulvus rufus","klebsiella ozaenae"
27070,"eulemur fulvus rufus","enterobacter amnigenus"
27071,"eumetopias jubatus","chlamydophila psittaci"
29021,"felis silvestris silvestris","mycoplasma haemominitum"
29022,"felis silvestris silvestris","mycoplasma turicensis"
29023,"felis silvestris","chlamydophila sp"
29026,"felis silvestris silvestris","mycoplasma haemofelis"
29028,"felis silvestris","yersinia enterocolitica"
29029,"felis silvestris","yersinia pseudotuberculosis"
29031,"galago senegalensis","leptospira sp."
29047,"genetta genetta","ehrlichia spp."
29048,"genetta genetta","leptospira interrogans"
29049,"genetta genetta","leptospira interrogans"
29050,"genetta genetta","salmonella enterica"
29051,"genetta genetta","salmonella"
29059,"giraffa camelopardalis","bacillus anthracis"
29060,"giraffa camelopardalis capensis","bacillus anthracis"
29062,"giraffa camelopardalis","brucella"
29065,"giraffa reticulata","leptospira interrogans serovar javanica"
29066,"giraffa reticulata","leptospira interrogans serovar australis"
29089,"gorilla beringei beringei","campylobacter jejuni"
29090,"gorilla beringei beringei","campylobacter"
29091,"gorilla gorilla beringei","campylobacter sp."
29092,"gorilla gorilla beringei","campylobacter sp."
29093,"gorilla beringei beringei","klebsiella pneumoniae"
29094,"gorilla gorilla beringei","mycoplasma pneumoniae"
29095,"gorilla beringei beringei","salmonella"
29096,"gorilla gorilla beringei","salmonella"
29097,"gorilla gorilla beringei","salmonella"
29098,"gorilla gorilla beringei","shigella boydii"
29099,"gorilla gorilla beringei","shigella flexneri"
29100,"gorilla gorilla beringei","shigella sonnei"
29101,"gorilla beringei beringei","streptococcus pneumoniae"
29102,"gorilla gorilla gorilla","achromobacter xylosoxidans"
29103,"gorilla","bacillus anthracis"
29104,"gorilla","bacillus anthracis"
29105,"gorilla gorilla gorilla","bacillus anthracis"
29112,"gorilla gorilla gorilla","providencia sp."
29120,"gorilla gorilla","staphylococcus aureus"
29122,"gorilla gorilla","treponema pertenue"
29123,"gorilla","yaws"
29124,"gorilla","treponema pertenue"
29128,"halichoerus grypus","aeromonas hydrophila"
29136,"halichoerus grypus","brucella spp."
29137,"halichoerus grypus","brucella sp."
29138,"halichoerus grypus","brucella sp."
29139,"halichoerus grypus","brucella sp."
29140,"halichoerus grypus","brucella spp."
29148,"halichoerus grypus","escherichia coli"
29149,"halichoerus grypus","leptospira spp."
29152,"halichoerus grypus","pseudomonas aeruginosa"
29153,"halichoerus grypus","pseudomonas spp."
29154,"halichoerus grypus","staphylococcus epidermidis"
29258,"halichoerus grypus","streptococcus equi subsp. zooepidemicus"
29261,"halichoerus grypus","beta-hemolytic streptoccocci"
29262,"halichoerus grypus","gamma-hemolytic streptoccocci"
29266,"herpestes ichneumon","ehrlichia spp."
29267,"herpestes ichneumon","leptospira interrogans"
29268,"herpestes ichneumon","leptospira interrogans"
29269,"herpestes ichneumon","leptospira interrogans"
29270,"herpestes ichneumon","mycobacterium bovis"
29272,"herpestes ichneumon","salmonella enterica"
29278,"hippopotamus amphibius","leptospira interrogans serovar australis"
29279,"hippotragus equinus","bacillus anthracis"
29281,"hippotragus niger","bacillus anthracis"
64361,"indri indri","bacillus sp.."
64362,"indri indri","group d enterococcus"
64363,"indri indri","escherichia coli"
64366,"indri indri","coagulase negative staphylococcus sp."
64372,"kobus ellipsiprymnus","bacillus anthracis"
64376,"kobus ellipsiprymnus","cowdria ruminantium"
64377,"kobus ellipsiprymnus","leptospira interrogans serovar autumnalis"
64379,"kobus leche kafuensis","brucella"
64380,"kobus leche kafuensis","dermatophilus congolensis"
64385,"kobus leche","rhodococcus equi"
64420,"lemur catta","acinetobacter lwoffii"
64423,"lemur catta","acinetobacter sp."
64424,"lemur catta","bacillus sp.."
64426,"lemur catta","citrobacter sp."
64427,"lemur catta","enterobacter sp."
64428,"lemur catta","enterococcus"
64429,"lemur catta","escherichia coli"
64432,"lemur catta","micrococcus sp."
64433,"lemur catta","pseudomonas aeruginosa"
64435,"lemur catta","pseudomonas sp."
64436,"lemur catta","staphylococcus sp."
64442,"leopardus pardalis","bartonella henselae"
64448,"leopardus tigrinus","bartonella henselae"
64452,"lepilemur mustelinus","enterococcus sp."
64453,"lepilemur mustelinus","group d enterococcus"
64454,"lepilemur mustelinus","coagulase negative staphylococcus sp."
64457,"leptonychotes weddellii","arcanobacterium phocae"
64458,"leptonychotes weddellii","psychrobacter phenylpyruvica"
64459,"leptonychotes weddellii","staphylococcus"
64460,"leptonychotes weddellii","streptococcus sp."
64497,"lontra canadensis","leptospira interrogans"
64500,"lophocebus albigena","staphylococcus aureus"
64517,"lutra lutra","acinetobacter iwoffi"
64518,"lutra lutra","aerococcus viridans"
64519,"lutra lutra","aeromonas spp."
64520,"lutra lutra","agrobacterium tumefaciens"
64521,"lutra lutra","bacillus spp."
64524,"lutra lutra","brucella sp."
64525,"lutra lutra","burkholderia cepacia"
64526,"lutra lutra","buttiauxella agrestis"
64527,"lutra lutra","citrobacter spp."
64528,"lutra lutra","clostridium spp."
64529,"lutra lutra","corynebacterium"
64531,"lutra lutra","propionibacterium avidum"
64532,"lutra lutra","empedobacter brevis"
64533,"lutra lutra","enterobacter spp."
64534,"lutra lutra","enterococcus spp."
64535,"lutra lutra","escherichia spp."
64536,"lutra lutra","hafnia alvei"
64537,"lutra lutra","klebsiella spp."
64538,"lutra lutra","pasteurella haemolytica"
64539,"lutra lutra","moraxella spp."
64540,"lutra lutra","morganella morganii"
64543,"lutra lutra","paenibacilus alvei"
64544,"lutra lutra","pantoea spp."
64545,"lutra lutra","pasteurella spp."
64546,"lutra lutra","plesiomonas shigelloides"
64548,"lutra lutra","chryseomonas luteola"
64549,"lutra lutra","pseudomonas spp."
64550,"lutra lutra","rahnella aquatilis"
64551,"lutra lutra","salmonella spp."
64552,"lutra lutra","serratia spp."
64553,"lutra lutra","shigella spp."
64554,"lutra lutra","staphylococcus simulans"
64555,"lutra lutra","staphylococcus sp."
64558,"lutra lutra","streptococcus equisimilis"
64560,"lutra lutra","streptococcus porcinus"
64561,"lutra lutra","vagococcus lutrae sp."
64562,"lutra lutra","vibrio spp."
64563,"lutra lutra","yersinia pseudotuberculosis"
64565,"lutra lutra","yokenella regensburgei"
64566,"dusicyon culpaeus","brucella spp."
64567,"dusicyon culpaeus","leptospira"
64568,"dusicyon griseus","brucella spp."
64569,"dusicyon griseus","leptospira"
64570,"pseudalopex gymnocercus","leptospira interrogans"
64572,"lycaon pictus","bacillus anthracis"
64575,"lynx canadensis","francisella tularensis"
64577,"lynx canadensis","yersinia pestis"
64578,"lynx canadensis","yersinia pestis"
64580,"lynx lynx","anaplasma phagocytophilia"
64583,"lynx lynx","mycoplasma haemominitum"
64584,"lynx lynx","mycoplasma turicensis"
64585,"lynx lynx","helicobacter spp."
64588,"lynx lynx","mycoplasma haemofelis"
64589,"felis lynx","salmonella arizonae"
64590,"felis lynx","salmonella arizonae"
64594,"lynx pardinus","anaplasma phagocytophilum"
64595,"lynx pardinus","bartonella henselae"
64596,"lynx pardinus","candidatus mycoplasma haemominutum"
64597,"lynx pardinus","mycoplasma haemominitum"
64598,"lynx pardinus","candidatus mycoplasma turicensis"
64599,"lynx pardinus","mycoplasma turicensis"
64600,"lynx pardinus","chlamydophila felis"
64601,"lynx pardinus","chlamydia"
64602,"lynx pardinus","chlamydophila spp."
64603,"lynx pardinus","ehrlichia spp."
64604,"lynx pardinus","leptospira interrogans"
64605,"lynx pardinus","leptospira interrogans"
64606,"lynx pardinus","leptospira interrogans"
64607,"lynx pardina","mycobacterium bovis"
64608,"lynx pardina","mycobacterium bovis"
64609,"lynx pardinus","mycobacterium bovis"
64610,"lynx pardinus","mycobacterium bovis"
64611,"lynx pardinus","mycobacterium bovis"
64612,"lynx pardinus","mycobacterium bovis"
64613,"lynx pardinus","mycobacterium bovis"
64615,"lynx pardinus","mycoplasma haemofelis"
64616,"lynx pardinus","mycoplasma haemofelis"
64618,"lynx rufus","bartonella henselae"
64619,"lynx rufus","bartonella henselae"
64620,"felis rufus","bartonella henselae"
64626,"felis rufus","mycobacterium bovis"
64627,"felis rufus","mycobacterium tuberculosis"
64666,"macaca fuscata","coxiella burnettii"
64710,"macaca mulatta","leptospira sp."
64737,"macaca radiata","leptospira sp."
64743,"macaca sinica","escherichia coli"
64750,"mandrillus (papio) sphinx","staphylococcus aureus"
64766,"martes foina","staphylococcus spp."
64767,"martes foina","yersinia enterocolitica"
64768,"martes foina","yersinia pseudotuberculosis"
64772,"martes melampus","yersinia pseudotuberculosis"
64799,"meles meles","bordetella bronchiseptica"
64802,"meles meles","leptospira interrogans"
64896,"meles meles","mycobacterium bovis"
64897,"meles meles","mycobacterium bovis"
64898,"meles meles","mycobacterium bovis"
64899,"meles meles","bovine tuberculosis"
64900,"meles meles","bovine tuberculosis"
64901,"meles meles","mycobacterium bovis"
64902,"meles meles","mycobacterium bovis"
64903,"meles meles","mycobacterium bovis"
64904,"meles meles","mycobacterium bovis"
64905,"badgers","mycobacterium bovis"
64906,"meles meles","mycobacterium bovis"
64907,"meles meles","mycobacterium bovis"
64908,"meles meles","mycobacterium bovis"
64909,"meles meles","mycobacterium bovis"
64910,"meles meles","mycobacterium bovis"
64911,"meles meles","mycobacterium bovis"
64912,"meles meles","mycobacterium bovis"
64913,"meles meles","mycobacterium bovis"
64914,"meles meles","mycobacterium bovis"
64915,"meles meles","mycobacterium bovis"
64916,"meles meles","mycobacterium bovis"
64917,"meles meles","mycobacterium bovis"
64918,"meles meles","mycobacterium bovis"
64919,"meles meles","mycobacterium bovis"
64920,"meles meles","mycobacterium bovis"
64921,"meles meles","mycobacterium bovis"
64922,"meles meles","mycobacterium bovis"
64923,"badger","mycobacterium bovis"
64924,"meles meles","mycobacterium bovis"
64925,"meles meles","mycobacterium tuberculosis"
64929,"meles meles","salmonella typhimurium"
64930,"meles meles","salmonella"
64934,"meles meles","haemolytic streptococci"
64940,"mephitis mephitis","bacillus sp."
64941,"mephitis mephitis","coxiella burnetii"
64946,"mephitis mephitis","helicobacter"
64947,"mephitis mephitis","lawsonia intracellularis"
64948,"mephitis mephitis","leptospira interrogans"
64950,"mephitis mephitis","leptospira grippotyphosa"
64952,"mephitis mephitis","mycobacterium fortuitum"
64953,"mephitis mephitis","m. fermentans-like"
64955,"mephitis mephitis","staphylococcus intermedius"
64956,"mephitis mephitis","streptococcus canis"
64957,"mephitis mephitis","streptococcus equisimilis"
64959,"mephitis mephitis","yersinia pestis"
65257,"miopithecus ogouensis","staphylococcus aureus"
65258,"mirounga angustirostris","acinetobacter baumanii"
65259,"mirounga angustirostris","actinomyces sp."
65260,"mirounga angustirostris","aeromonas hydrophila"
65261,"mirounga angustirostris","aeromonas hydrophila"
65264,"mirounga angustirostris","aeromonas sp."
65265,"mirounga angustirostris","arcanobacterium phocae"
65266,"mirounga angustirostris","arcanobacterium phocae"
65268,"mirounga angustirostris","bacillus sp."
65271,"mirounga angustirostris","citrobacter diversus"
65272,"mirounga angustirostris","citrobacter sp."
65273,"mirounga angustirostris","citrobacter sp."
65274,"mirounga angustirostris","citrobacter sp."
65275,"mirounga angustirostris","clostridium perfringens"
65278,"mirounga angustirostris","corynebacterium sp."
65279,"mirounga angustirostris","corynebacterium sp."
65280,"mirounga angustirostris","corynebacterium sp."
65281,"mirounga angustirostris","edwardsiella tarda"
65282,"mirounga angustirostris","edwardsiella tarda"
65285,"mirounga angustirostris","enterobacter cloacae"
65286,"mirounga angustirostris","enterobacter sp."
65287,"mirounga angustirostris","enterobacter sp."
65288,"mirounga angustirostris","enterococcus sp."
65289,"mirounga angustirostris","enterococcus sp."
65290,"mirounga angustirostris","enterococcus sp."
65291,"mirounga angustirostris","enterococcus sp."
65292,"mirounga angustirostris","escherichia coli"
65293,"mirounga angustirostris","escherichia coli"
65294,"mirounga angustirostris","escherichia coli"
65295,"mirounga angustirostris","escherichia coli"
65296,"mirounga angustirostris","escherichia coli"
65297,"mirounga angustirostris","klebsiella pneumoniae"
65298,"mirounga angustirostris","klebsiella sp."
65299,"mirounga angustirostris","klebsiella sp."
65300,"mirounga angustirostris","klebsiella sp."
65301,"mirounga angustirostris","klebsiella sp."
65302,"mirounga angustirostris","leptospira interrogans"
65304,"mirounga angustirostris","listeria ivanovii"
65305,"mirounga angustirostris","moraxella phenylpyruvica"
65306,"mirounga angustirostris","moraxella sp."
65307,"mirounga angustirostris","moraxella sp."
65308,"mirounga angustirostris","moraxella sp."
65309,"mirounga angustirostris","morganella morganii"
65310,"mirounga angustirostris","morganella morganii"
65311,"mirounga angustirostris","morganella morganii"
65314,"mirounga angustirostris","pasteurella sp."
65315,"mirounga angustirostris","plesiomonas shigelloides"
65318,"mirounga angustirostris","plesiomonas coli"
65319,"mirounga angustirostris","porphyomonas sp."
65320,"mirounga angustirostris","proteus mirabilis"
65323,"mirounga angustirostris","proteus sp."
65324,"mirounga angustirostris","proteus sp."
65325,"mirounga angustirostris","proteus sp."
65326,"mirounga angustirostris","proteus vulgaris"
65327,"mirounga angustirostris","providentia stuartii"
65328,"mirounga angustirostris","pseudomonas fluorescens"
65330,"mirounga angustirostris","pseudomonas putida"
65331,"mirounga angustirostris","pseudomonas sp."
65332,"mirounga angustirostris","pseudomonas sp."
65333,"mirounga angustirostris","salmonella enterica enterica"
65334,"mirounga angustirostris","salmonella newport"
65335,"mirounga angustirostris","salmonella sp."
65336,"mirounga angustirostris","salmonella spp."
65337,"mirounga angustirostris","salmonella sp."
65338,"mirounga angustirostris","serratia liquefaciens"
65339,"mirounga angustirostris","pseudomonas aureus"
65340,"mirounga angustirostris","staphylococcus aureus"
65343,"mirounga angustirostris","staphylococcus sp."
65344,"mirounga angustirostris","staphylococcus sp."
65346,"mirounga angustirostris","beta-hemolytic streptococcus sp."
65347,"mirounga angustirostris","beta-hemolytic streptococcus sp."
65348,"mirounga angustirostris","b-streptococcus sp."
65349,"mirounga angustirostris","streptococcus viridens"
65350,"mirounga angustirostris","streptococcus viridans"
65351,"mirounga angustirostris","vibrio spp."
65365,"mungos mungo","mycobacterium tuberculosis"
65366,"mungos mungo","mycobacterium tuberculosis"
65367,"mungos mungo","mycobacterium tuberculosis"
65371,"muntiacus reevesi","mycobacterium bovis"
66366,"mustela erminea","mycobacterium avium paratuberculosis"
66367,"mustela erminea","mycobacterium avium"
66369,"mustela erminea","mycobacterium bovis"
66370,"mustela erminea","mycobacterium bovis"
66371,"mustela erminea","mycobacterium bovis"
66372,"mustela erminea","mycobacterium bovis"
66390,"mustela furo","mycobacterium avium"
66395,"mustela furo","mycobacterium bovis"
66396,"mustela putorius","mycobacterium bovis"
66397,"mustela furo","mycobacterium bovis"
66398,"mustela furo","mycobacterium bovis"
66409,"mustela putorius","yersinia pseudotuberculosis"
66719,"nasua narica","escherichia coli"
66733,"monachus schauinslandi","brucella spp."
66734,"monachus schauinslandi","campylobacter jejuni ss jejuni"
66735,"monachus schauinslandi","chlamydophila abortus"
66736,"monachus schauinslandi","chlamydophila abortus"
66737,"monachus schauinslandi","edwardsiella tarda"
66738,"monachus schauinslandi","escherichia coli"
66739,"monachus schauinslandi","leptospira brantislava"
66740,"monachus schauinslandi","leptospira icterohaemorrhagiae"
66741,"monachus schauinslandi","leptospira hardjo"
66742,"monachus schauinslandi","leptospira pomona"
66743,"monachus schauinslandi","pleisomonas shigelloides ative"
66744,"monachus schauinslandi","vibrio alginolyticus"
66745,"monachus schauinslandi","vibrio cholerae ative"
66746,"monachus schauinslandi","vibrio parahemolyticus"
66748,"neophoca cinerea","mycobacterium sp."
66859,"mustela vison","bacillus laterosporus"
66872,"mustela vison","escherichia coli"
66877,"mustela vison","staphylococcus aureus"
66910,"nyctereutes procyonoides","yersinia pseudotuberculosis"
66917,"odobenus rosmarus","brucella sp."
66918,"odobenus rosmarus","brucella sp."
66919,"odobenus rosmarus","leptospira interrogans"
66929,"odocoileus hemionus","anaplasma marginale"
66930,"odocoileus hemionus","anaplasma marginale"
66931,"odocoileus hemionus","anaplasma marginale"
66932,"odocoileus hemionus","anaplasma marginale"
66939,"odocoileus hemionus","anaplasma phagocytophilum"
66940,"odocoileus hemionus","anaplasma phagocytophilum"
66941,"odocoileus hemionus","bacillus"
66956,"odocoileus hemionus columbianus","borrelia"
