Pathogen_Original,Type,Synonym,InAssoc,Pathogen_Harmonised,Pathogen_Harm2
filifactor alocis,Bacteria,fusobacterium alocis,TRUE,filifactor alocis,filifactor alocis
filifactor villosus,Bacteria,clostridium villosum,FALSE,filifactor villosus,filifactor villosus
filobacterium rodentium,Bacteria,cilia-associated respiratory bacterium,FALSE,filobacterium rodentium,filobacterium rodentium
finegoldia magna,Bacteria,peptostreptococcus magnus; peptococcus magnus,TRUE,finegoldia magna,finegoldia magna
flavobacterium araucananum,Bacteria,,FALSE,flavobacterium araucananum,flavobacterium araucananum
flavobacterium branchiophilum,Bacteria,flavobacterium branchiophila,FALSE,flavobacterium branchiophilum,flavobacterium branchiophilum
flavobacterium ceti,Bacteria,,FALSE,flavobacterium ceti,flavobacterium ceti
flavobacterium chilense,Bacteria,,FALSE,flavobacterium chilense,flavobacterium chilense
flavobacterium columnare,Bacteria,"flexibacter columnaris; flavibacterium columnare; cytophaga columnaris, etc.",TRUE,flavobacterium columnare,flavobacterium columnare
flavobacterium oncorhynchi,Bacteria,,FALSE,flavobacterium oncorhynchi,flavobacterium oncorhynchi
flavobacterium piscis,Bacteria,,FALSE,flavobacterium piscis,flavobacterium piscis
flavobacterium plurextorum,Bacteria,,FALSE,flavobacterium plurextorum,flavobacterium plurextorum
flavobacterium psychrophilum,Bacteria,flexibacter psychrophilus; cytophaga psychrophila,TRUE,flavobacterium psychrophilum,flavobacterium psychrophilum
flavobacterium spartansii,Bacteria,,FALSE,flavobacterium spartansii,flavobacterium spartansii
fluoribacter bozemanae,Bacteria,legionella bozemanii; legionella bozemaniae; fluoribacter bozemaniae,FALSE,fluoribacter bozemanae,fluoribacter bozemanae
fluoribacter dumoffii,Bacteria,legionella dumoffii,TRUE,fluoribacter dumoffii,fluoribacter dumoffii
fluoribacter gormanii,Bacteria,legionella gormanii,FALSE,fluoribacter gormanii,fluoribacter gormanii
francisella hispaniensis,Bacteria,,FALSE,francisella hispaniensis,francisella hispaniensis
francisella noatunensis,Bacteria,francisella piscicida,TRUE,francisella noatunensis,francisella noatunensis
francisella philomiragia,Bacteria,yersinia philomiragia,TRUE,francisella philomiragia,francisella philomiragia
francisella tularensis,Bacteria,"pasteurella tularensis; francisella tularense; brucella tularensis, etc.",TRUE,francisella tularensis,francisella tularensis
frederiksenia canicola,Bacteria,bisgaard taxon 16,FALSE,frederiksenia canicola,frederiksenia canicola
fretibacterium fastidiosum,Bacteria,,FALSE,fretibacterium fastidiosum,fretibacterium fastidiosum
fusobacterium canifelinum,Bacteria,,FALSE,fusobacterium canifelinum,fusobacterium canifelinum
fusobacterium equinum,Bacteria,,FALSE,fusobacterium equinum,fusobacterium equinum
fusobacterium gonidiaformans,Bacteria,sphaerophorus gonidiaformans; pseudobacterium gonidiaformans; bacillus gonidiaformans,TRUE,fusobacterium gonidiaformans,fusobacterium gonidiaformans
fusobacterium mortiferum,Bacteria,spherophorus ridiculosu; spherophorus necroticus; pseudobacterium necroticum,FALSE,fusobacterium mortiferum,fusobacterium mortiferum
fusobacterium naviforme,Bacteria,ristella naviformis; pseudobacterium naviformis; bacillus naviformis,TRUE,fusobacterium naviforme,fusobacterium naviforme
fusobacterium necrophorum,Bacteria,"streptothrix necuphtora; streptothrix necrophorus; proactinomyces necrophorus, etc.",TRUE,fusobacterium necrophorum,fusobacterium necrophorum
fusobacterium nucleatum,Bacteria,"fusobacterium plauti-vincenti; fusobacterium fusiforme; fusiformis nucleatus, etc.",TRUE,fusobacterium nucleatum,fusobacterium nucleatum
fusobacterium periodonticum,Bacteria,,TRUE,fusobacterium periodonticum,fusobacterium periodonticum
fusobacterium russii,Bacteria,bacteroides russii,FALSE,fusobacterium russii,fusobacterium russii
fusobacterium simiae,Bacteria,,FALSE,fusobacterium simiae,fusobacterium simiae
fusobacterium ulcerans,Bacteria,,TRUE,fusobacterium ulcerans,fusobacterium ulcerans
fusobacterium varium,Bacteria,sphaerophorus varius; pseudobacterium varium; fusobacterium pseudonecrophorum,TRUE,fusobacterium varium,fusobacterium varium
gallibacterium anatis,Bacteria,pasteurella anatis,TRUE,gallibacterium anatis,gallibacterium anatis
gallibacterium melopsittaci,Bacteria,,FALSE,gallibacterium melopsittaci,gallibacterium melopsittaci
gallibacterium salpingitidis,Bacteria,,TRUE,gallibacterium salpingitidis,gallibacterium salpingitidis
gallibacterium trehalosifermentans,Bacteria,,TRUE,gallibacterium trehalosifermentans,gallibacterium trehalosifermentans
gardnerella vaginalis,Bacteria,haemophilus vaginalis; haemophilus hemolyticus vaginalis; corynebacterium vaginale,TRUE,gardnerella vaginalis,gardnerella vaginalis
gemella asaccharolytica,Bacteria,,FALSE,gemella asaccharolytica,gemella asaccharolytica
gemella bergeri,Bacteria,gemella bergeriae,FALSE,gemella bergeri,gemella bergeri
gemella cuniculi,Bacteria,,FALSE,gemella cuniculi,gemella cuniculi
gemella haemolysans,Bacteria,neisseria haemolysans,TRUE,gemella haemolysans,gemella haemolysans
gemella morbillorum,Bacteria,,TRUE,gemella morbillorum,gemella morbillorum
gemella parahaemolysans,Bacteria,,FALSE,gemella parahaemolysans,gemella parahaemolysans
gemella sanguinis,Bacteria,,TRUE,gemella sanguinis,gemella sanguinis
gemella taiwanensis,Bacteria,,FALSE,gemella taiwanensis,gemella taiwanensis
globicatella sanguinis,Bacteria,globicatella sanguis,FALSE,globicatella sanguinis,globicatella sanguinis
globicatella sulfidifaciens,Bacteria,,FALSE,globicatella sulfidifaciens,globicatella sulfidifaciens
gordonia araii,Bacteria,,FALSE,gordonia araii,gordonia araii
gordonia bronchialis,Bacteria,rhodococcus bronchialis; gordona bronchialis,FALSE,gordonia bronchialis,gordonia bronchialis
gordonia effusa,Bacteria,,FALSE,gordonia effusa,gordonia effusa
gordonia iterans,Bacteria,,FALSE,gordonia iterans,gordonia iterans
gordonia otitidis,Bacteria,,FALSE,gordonia otitidis,gordonia otitidis
gordonia polyisoprenivorans,Bacteria,,FALSE,gordonia polyisoprenivorans,gordonia polyisoprenivorans
gordonia rubripertincta,Bacteria,"serratia rubropertincta; rhodococcus rubropertinctus; rhodococcus corallinus, etc.",FALSE,gordonia rubripertincta,gordonia rubripertincta
gordonia sputi,Bacteria,"rhodococcus sputi; rhodococcus obuensis; rhodococcus chubuensis, etc.",FALSE,gordonia sputi,gordonia sputi
gordonia terrae,Bacteria,rhodococcus terrae; gordona terrae,TRUE,gordonia terrae,gordonia terrae
gordonibacter pamelaeae,Bacteria,,FALSE,gordonibacter pamelaeae,gordonibacter pamelaeae
granulicatella adiacens,Bacteria,abiotrophia adjacens; streptococcus adjacens; abiotrophia adiacens,TRUE,granulicatella adiacens,granulicatella adiacens
granulicatella balaenopterae,Bacteria,abiotrophia balaenopterae,FALSE,granulicatella balaenopterae,granulicatella balaenopterae
granulicatella elegans,Bacteria,abiotrophia elegans,TRUE,granulicatella elegans,granulicatella elegans
grimontia hollisae,Bacteria,vibrio hollisae,TRUE,grimontia hollisae,grimontia hollisae
gryllotalpicola ginsengisoli,Bacteria,curtobacterium ginsengisoli,FALSE,gryllotalpicola ginsengisoli,gryllotalpicola ginsengisoli
guggenheimella bovis,Bacteria,,TRUE,guggenheimella bovis,guggenheimella bovis
haematobacter massiliensis,Bacteria,rhodobacter massiliensis,FALSE,haematobacter massiliensis,haematobacter massiliensis
haematobacter missouriensis,Bacteria,,FALSE,haematobacter missouriensis,haematobacter missouriensis
haemophilus aegyptius,Bacteria,hemophilus conjunctivitidis; bacterium pseudo conjunctivitidis; bacterium aegyptiacum,TRUE,haemophilus aegyptius,haemophilus aegyptius
haemophilus haemolyticus,Bacteria,bacillus x,TRUE,haemophilus haemolyticus,haemophilus haemolyticus
haemophilus influenzae,Bacteria,"mycobacterium influenzae; influenza-bacillus; haemophilus meningitidis, etc.",TRUE,haemophilus influenzae,haemophilus influenzae
haemophilus paracuniculus,Bacteria,,FALSE,haemophilus paracuniculus,haemophilus paracuniculus
haemophilus parahaemolyticus,Bacteria,,TRUE,haemophilus parahaemolyticus,haemophilus parahaemolyticus
haemophilus parainfluenzae,Bacteria,,TRUE,haemophilus parainfluenzae,haemophilus parainfluenzae
haemophilus paraphrohaemolyticus,Bacteria,,FALSE,haemophilus paraphrohaemolyticus,haemophilus paraphrohaemolyticus
haemophilus pittmaniae,Bacteria,,FALSE,haemophilus pittmaniae,haemophilus pittmaniae
haemophilus sputorum,Bacteria,,FALSE,haemophilus sputorum,haemophilus sputorum
hafnia alvei,Bacteria,"hafnia alvei sensu stricto genomosp. 1; enterobacter hafniae; enterobacter alvei, etc.",TRUE,hafnia alvei,hafnia alvei
hafnia paralvei,Bacteria,hafnia alvei genomosp. 2,FALSE,hafnia paralvei,hafnia paralvei
halomonas hamiltonii,Bacteria,,FALSE,halomonas hamiltonii,halomonas hamiltonii
halomonas johnsoniae,Bacteria,,FALSE,halomonas johnsoniae,halomonas johnsoniae
halomonas stevensii,Bacteria,,FALSE,halomonas stevensii,halomonas stevensii
halomonas venusta,Bacteria,,FALSE,halomonas venusta,halomonas venusta
hathewaya histolytica,Bacteria,clostridium histolyticum; weinbergillus histolyticus; bacillus histolyticus ,FALSE,hathewaya histolytica,hathewaya histolytica
hathewaya limosa,Bacteria,clostridium limosum,FALSE,hathewaya limosa,hathewaya limosa
helcococcus kunzii,Bacteria,,FALSE,helcococcus kunzii,helcococcus kunzii
helcococcus ovis,Bacteria,,FALSE,helcococcus ovis,helcococcus ovis
helcococcus sueciensis,Bacteria,,FALSE,helcococcus sueciensis,helcococcus sueciensis
helicobacter acinonychis,Bacteria,helicobacter acinonyx,TRUE,helicobacter acinonychis,helicobacter acinonychis
helicobacter aurati,Bacteria,,FALSE,helicobacter aurati,helicobacter aurati
helicobacter baculiformis,Bacteria,,FALSE,helicobacter baculiformis,helicobacter baculiformis
helicobacter bilis,Bacteria,,TRUE,helicobacter bilis,helicobacter bilis
helicobacter bizzozeronii,Bacteria,,TRUE,helicobacter bizzozeronii,helicobacter bizzozeronii
helicobacter canadensis,Bacteria,,FALSE,helicobacter canadensis,helicobacter canadensis
helicobacter canis,Bacteria,,TRUE,helicobacter canis,helicobacter canis
helicobacter cetorum,Bacteria,,TRUE,helicobacter cetorum,helicobacter cetorum
helicobacter cholecystus,Bacteria,,FALSE,helicobacter cholecystus,helicobacter cholecystus
helicobacter cinaedi,Bacteria,helicobacter westmeadii; campylobacter cinaedi,TRUE,helicobacter cinaedi,helicobacter cinaedi
helicobacter equorum,Bacteria,,FALSE,helicobacter equorum,helicobacter equorum
helicobacter felis,Bacteria,,TRUE,helicobacter felis,helicobacter felis
helicobacter fennelliae,Bacteria,campylobacter fennelliae,FALSE,helicobacter fennelliae,helicobacter fennelliae
helicobacter heilmannii,Bacteria,gastrospirillum hominis,TRUE,helicobacter heilmannii,helicobacter heilmannii
helicobacter hepaticus,Bacteria,,TRUE,helicobacter hepaticus,helicobacter hepaticus
helicobacter himalayensis,Bacteria,,FALSE,helicobacter himalayensis,helicobacter himalayensis
helicobacter macacae,Bacteria,,TRUE,helicobacter macacae,helicobacter macacae
helicobacter marmotae,Bacteria,,TRUE,helicobacter marmotae,helicobacter marmotae
helicobacter mastomyrinus,Bacteria,,FALSE,helicobacter mastomyrinus,helicobacter mastomyrinus
helicobacter mesocricetorum,Bacteria,,TRUE,helicobacter mesocricetorum,helicobacter mesocricetorum
helicobacter muridarum,Bacteria,,FALSE,helicobacter muridarum,helicobacter muridarum
helicobacter mustelae,Bacteria,campylobacter pylori subsp. mustelae; campylobacter pylori mustelae; campylobacter mustelae,TRUE,helicobacter mustelae,helicobacter mustelae
helicobacter pullorum,Bacteria,,TRUE,helicobacter pullorum,helicobacter pullorum
helicobacter pylori,Bacteria,helicobacter nemestrinae; campylobacter pyloridis; campylobacter pylori,TRUE,helicobacter pylori,helicobacter pylori
helicobacter rodentium,Bacteria,,FALSE,helicobacter rodentium,helicobacter rodentium
helicobacter salomonis,Bacteria,,TRUE,helicobacter salomonis,helicobacter salomonis
helicobacter suis,Bacteria,gastrospirillum suis,TRUE,helicobacter suis,helicobacter suis
helicobacter trogontum,Bacteria,helicobacter sp. 'flexispira taxon 6',FALSE,helicobacter trogontum,helicobacter trogontum
helicobacter typhlonius,Bacteria,helicobacter typhlonicus,FALSE,helicobacter typhlonius,helicobacter typhlonius
histophilus somni,Bacteria,"histophilus ovis; hemophilus agni; haemophilus somnus, etc.",TRUE,histophilus somni,histophilus somni
hungatella hathewayi,Bacteria,clostridium hathewayi,FALSE,hungatella hathewayi,hungatella hathewayi
ignatzschineria indica,Bacteria,,TRUE,ignatzschineria indica,ignatzschineria indica
ignatzschineria larvae,Bacteria,schineria larvae,FALSE,ignatzschineria larvae,ignatzschineria larvae
inquilinus limosus,Bacteria,,FALSE,inquilinus limosus,inquilinus limosus
janibacter melonis,Bacteria,,FALSE,janibacter melonis,janibacter melonis
kerstersia gyiorum,Bacteria,,FALSE,kerstersia gyiorum,kerstersia gyiorum
kerstersia similis,Bacteria,,FALSE,kerstersia similis,kerstersia similis
kingella denitrificans,Bacteria,,TRUE,kingella denitrificans,kingella denitrificans
kingella kingae,Bacteria,moraxella kingii; moraxella kingae,TRUE,kingella kingae,kingella kingae
kingella oralis,Bacteria,kingella orale,TRUE,kingella oralis,kingella oralis
klebsiella granulomatis,Bacteria,encapsulatus inguinalis; donovania granulomatis; calymmatobacterium granulomatis,TRUE,klebsiella granulomatis,klebsiella granulomatis
klebsiella oxytoca,Bacteria,,TRUE,klebsiella oxytoca,klebsiella oxytoca
klebsiella pneumoniae,Bacteria,hyalococcus pneumoniae; bacterium pneumoniae crouposae; bacillus pneumoniae,TRUE,klebsiella pneumoniae,klebsiella pneumoniae
klebsiella quasipneumoniae,Bacteria,,FALSE,klebsiella quasipneumoniae,klebsiella quasipneumoniae
klebsiella variicola,Bacteria,klebsiella singaporensis,FALSE,klebsiella variicola,klebsiella variicola
kluyvera ascorbata,Bacteria,,TRUE,kluyvera ascorbata,kluyvera ascorbata
kluyvera cryocrescens,Bacteria,kluyvera citrophila; escherichia citrophila,TRUE,kluyvera cryocrescens,kluyvera cryocrescens
kocuria kristinae,Bacteria,kocuria kristinae,FALSE,kocuria kristinae,kocuria kristinae
kocuria marina,Bacteria,,TRUE,kocuria marina,kocuria marina
kocuria rhizophila,Bacteria,,FALSE,kocuria rhizophila,kocuria rhizophila
kocuria rosea,Bacteria,"sarcina erythromyxa; pelczaria aurantia; micrococcus rubens, etc.",FALSE,kocuria rosea,kocuria rosea
kocuria salsicia,Bacteria,,FALSE,kocuria salsicia,kocuria salsicia
kocuria varians,Bacteria,,TRUE,kocuria varians,kocuria varians
kytococcus schroeteri,Bacteria,,TRUE,kytococcus schroeteri,kytococcus schroeteri
kytococcus sedentarius,Bacteria,micrococcus sedentarius,TRUE,kytococcus sedentarius,kytococcus sedentarius
lachnoanaerobaculum saburreum,Bacteria,leptotrichia aerogenes; eubacterium saburreum; catenabacterium saburreum,FALSE,lachnoanaerobaculum saburreum,lachnoanaerobaculum saburreum
lachnoanaerobaculum umeaense,Bacteria,,FALSE,lachnoanaerobaculum umeaense,lachnoanaerobaculum umeaense
lactobacillus acidophilus,Bacteria,thermobacterium intestinale; bacillus acidophilus,TRUE,lactobacillus acidophilus,lactobacillus acidophilus
lactobacillus casei,Bacteria,"streptobacterium casei; lactobacillus casei subsp. casei; caseobacterium vulgare, etc.",TRUE,lactobacillus casei,lactobacillus casei
lactobacillus delbrueckii,Bacteria,"ulvina delbrucki; thermobacterium cereale; plocamobacterium delbrucki, etc.",TRUE,lactobacillus delbrueckii,lactobacillus delbrueckii
lactobacillus fermentum,Bacteria,lactobacterium fermentum; lactobacillus cellobiosus,TRUE,lactobacillus fermentum,lactobacillus fermentum
lactobacillus gasseri,Bacteria,,TRUE,lactobacillus gasseri,lactobacillus gasseri
lactobacillus jensenii,Bacteria,,TRUE,lactobacillus jensenii,lactobacillus jensenii
lactobacillus plantarum,Bacteria,"streptobacterium plantarum; lactobacterium plantarum; lactobacillus plantari, etc.",TRUE,lactobacillus plantarum,lactobacillus plantarum
lactobacillus rhamnosus,Bacteria,lactobacillus casei subsp. rhamnosus; lactobacillus casei rhamnosus,TRUE,lactobacillus rhamnosus,lactobacillus rhamnosus
lactobacillus sakei,Bacteria,lactobacillus sake; lactobacillus bavaricus,TRUE,lactobacillus sakei,lactobacillus sakei
lactobacillus salivarius,Bacteria,,TRUE,lactobacillus salivarius,lactobacillus salivarius
lactobacillus spp,Bacteria,,FALSE,lactobacillus spp,lactobacillus spp
lactobacillus zeae,Bacteria,lactobacterium zeae,FALSE,lactobacillus zeae,lactobacillus zeae
lactococcus garvieae,Bacteria,streptococcus garvieae; lactococcus garviae; enterococcus seriolicida,TRUE,lactococcus garvieae,lactococcus garvieae
laribacter hongkongensis,Bacteria,,TRUE,laribacter hongkongensis,laribacter hongkongensis
lawsonia intracellularis,Bacteria,ileal symbiont intracellularis; candidatus intracellularis,TRUE,lawsonia intracellularis,lawsonia intracellularis
leclercia adecarboxylata,Bacteria,escherichia adecarboxylata,TRUE,leclercia adecarboxylata,leclercia adecarboxylata
legionella anisa,Bacteria,,TRUE,legionella anisa,legionella anisa
legionella birminghamensis,Bacteria,,FALSE,legionella birminghamensis,legionella birminghamensis
legionella cardiaca,Bacteria,,FALSE,legionella cardiaca,legionella cardiaca
legionella cherrii,Bacteria,legionella cherryi,FALSE,legionella cherrii,legionella cherrii
legionella cincinnatiensis,Bacteria,,FALSE,legionella cincinnatiensis,legionella cincinnatiensis
