vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Suid_herpesvirus_1,Bos_taurus,domestic,"Cell culture, PCR",2,Salwa 2004
Thogoto_virus,Bos_taurus,domestic,Isolation,2,Jones et al. 1987
Torque_Teno_virus,Bos_taurus,domestic,PCR,2,Leary et al. 1999
Trubanaman_virus,Bos_taurus,domestic,Antibodies,0,Johansen et al. 2005
Upolu_virus,Bos_taurus,domestic,Antibodies,0,Doherty 1970
Vaccinia_virus,Bos_taurus,domestic,VNT,1,Peres et al. 2013
Vesicular_stomatitis_Alagoas_virus,Bos_taurus,domestic,PCR,2,Cargnelutti et al. 2014
Vesicular_stomatitis_Indiana_virus,Bos_taurus,domestic,Antibodies,0,Fletcher et al. 1985
Vesicular_stomatitis_New_Jersey_virus,Bos_taurus,domestic,Antibodies,0,Adell et al. 2010
Wad_Medani_virus,Bos_taurus,domestic,Antibodies,0,Darwish et al. 1983
Wesselsbron_virus,Bos_taurus,domestic,Antibodies,0,Baba et al. 1994
Wongorr_virus,Bos_taurus,domestic,Antibodies,0,Doherty et al. 1973
Foot-and-mouth_disease_virus,Boselaphus_tragocamelus,wild,Isolation,2,Davis 1981
Marituba_virus,Bradypus_tridactylus,wild,Isolation,2,Shope et al. 1988
Mayaro_virus,Bradypus_tridactylus,wild,Antibodies,0,de Thoisy et al. 2003
St._Louis_encephalitis_virus,Bradypus_tridactylus,wild,Antibodies,0,de Thoisy et al. 2004
Changuinola_virus,Bradypus_variegatus,wild,Isolation,2,Seymour et al. 1983
Punta_Toro_virus,Bradypus_variegatus,wild,Antibodies,0,Seymour et al. 1983
St._Louis_encephalitis_virus,Bradypus_variegatus,wild,Antibodies,0,Seymour et al. 1989
Vesicular_stomatitis_Indiana_virus,Bradypus_variegatus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Bovine_immunodeficiency_virus,Bubalus_arnee,wild,Antibodies,0,Meas et al. 2000
Bivens_Arm_virus,Bubalus_bubalis,domestic,Antibodies,0,Calisher et al. 1981
Bovine_ephemeral_fever_virus,Bubalus_bubalis,wild*,SNT,1,Aziz-Boaran et al. 2013
Bovine_leukemia_virus,Bubalus_bubalis,domestic,Isolation,2,OIE
Bovine_parainfluenza_virus_3,Bubalus_bubalis,domestic,Isolation,2,Maidanahiry et al. 2012
Bovine_viral_diarrhea_virus_1,Bubalus_bubalis,domestic,PCR,2,Craig et al. 2008
Bubaline_herpesvirus_1,Bubalus_bubalis,domestic,Isolation,2,De Carlo et al. 2004
Caraparu_virus,Bubalus_bubalis,domestic,Antibodies,0,Casseb et al. 2014
Catu_virus,Bubalus_bubalis,domestic,Antibodies,0,Casseb et al. 2014
Crimean-Congo_hemorrhagic_fever_virus,Bubalus_bubalis,domestic,Antibodies,0,Darwish et al. 1983
Foot-and-mouth_disease_virus,Bubalus_bubalis,domestic,Isolation,2,Ghoneim et al. 2010
Guaroa_virus,Bubalus_bubalis,domestic,Antibodies,0,Casseb et al. 2014
Oropouche_virus,Bubalus_bubalis,domestic,Antibodies,0,Casseb et al. 2014
Ovine_herpesvirus_2,Bubalus_bubalis,domestic,PCR,2,Wiyono et al. 1994
Peste-des-petits-ruminants_virus,Bubalus_bubalis,domestic,PCR,2,Govindarajan et al. 1997
Rinderpest_virus,Bubalus_bubalis,domestic,Isolation,2,Chamberlain et al. 1993
Sepik_virus,Bubalus_bubalis,domestic,Antibodies,0,Olson et al. 1985
Tacaiuma_virus,Bubalus_bubalis,domestic,Antibodies,0,Casseb et al. 2014
Wad_Medani_virus,Bubalus_bubalis,domestic,Antibodies,0,Darwish et al. 1983
Vesicular_stomatitis_Indiana_virus,Cabassous_centralis,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_Indiana_virus,Callithrix_geoffroyi,wild,plaque reduction neutralization,1,Tesh et al. 1969
Callitrichine_herpesvirus_3,Callithrix_jacchus,captive,PCR,2,Ramer et al. 2000
Encephalomyocarditis_virus,Callithrix_jacchus,wild,Antibodies,0,Canelli et al. 2010
GB_virus_A,Callithrix_jacchus,wild,PCR,2,Bukh & Apgar 1997
Human_herpesvirus_1,Callithrix_jacchus,captive,Isolation,2,Matz-Rensing et al. 2003
Human_herpesvirus_1,Callithrix_jacchus,domestic,Isolation,2,Huemer et al. 2012
Sendai_virus,Callithrix_jacchus,wild,Antibodies,0,Flecknell et al. 1983
Simian_foamy_virus,Callithrix_jacchus,wild,Isolation,2,Voevodin & Marx 2009
Laguna_Negra_virus,Calomys_callosus,wild,PCR,2,Levis et al. 2004
Latino_virus,Calomys_callosus,wild,Isolation,2,Webb et al. 1975
Lebombo_virus,Calomys_callosus,wild,Isolation,2,Brown et al. 1991
Machupo_virus,Calomys_callosus,wild,Isolation,2,Webb et al. 1975
Mason-Pfizer_monkey_virus,Calomys_callosus,wild,Isolation,2,Diehl et al. 2008
Junin_virus,Calomys_laucha,wild,Isolation,2,Gonzalez et al. 2007
Laguna_Negra_virus,Calomys_laucha,wild,Isolation,2,Acha & Szyfres 2003; Johnson et al. 1997
Junin_virus,Calomys_musculinus,wild,Isolation,2,Gonzalez et al. 2007
St._Louis_encephalitis_virus,Calomys_musculinus,wild,Isolation,2,Kramer et al. 2001
Andes_virus,Calomys_tener,wild,PCR,2,de Figueirodo et al. 2010
Vesicular_stomatitis_Indiana_virus,Caluromys_derbianus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Caraparu_virus,Caluromys_philander,wild,Isolation,2,Shope et al. 1988
Guama_virus,Caluromys_philander,wild,Antibodies,0,Shope et al. 1988
Marituba_virus,Caluromys_philander,wild,Antibodies,0,Shope et al. 1988
Mayaro_virus,Caluromys_philander,wild,Antibodies,0,de Thoisy et al. 2003
Crimean-Congo_hemorrhagic_fever_virus,Camelus_bactrianus,domestic,Antibodies,0,Morrill et al. 1990
Dugbe_virus,Camelus_bactrianus,domestic,Antibodies,0,Morrill et al. 1990
African_horse_sickness_virus,Camelus_dromedarius,domestic,Antibodies,0,Baba et al. 1993
Akabane_virus,Camelus_dromedarius,domestic,Antibodies,0,Davies et al. 1985
Bluetongue_virus,Camelus_dromedarius,domestic,ELISA,0,"Kimber et al, 2002"
Camelpox_virus,Camelus_dromedarius,domestic,Isolation,2,Bera et al. 2011
Crimean-Congo_hemorrhagic_fever_virus,Camelus_dromedarius,domestic,Antibodies,0,Morrill et al. 1990
Dugbe_virus,Camelus_dromedarius,domestic,Antibodies,0,Morrill et al. 1990
Equine_rhinitis_A_virus,Camelus_dromedarius,domestic,PCR,2,Wernery et al. 2008
Foot-and-mouth_disease_virus,Camelus_dromedarius,domestic,Antibodies,0,Yousef et al. 2012 in Weaver & Karesh 2013
Ife_virus,Camelus_dromedarius,domestic,Antibodies,0,Ezefeika et al. 1989
Orungo_virus,Camelus_dromedarius,domestic,Antibodies,0,Brown et al. 1991
Peste-des-petits-ruminants_virus,Camelus_dromedarius,domestic,PCR,2,Kwiatek et al. 2011
Rift_Valley_fever_virus,Camelus_dromedarius,domestic,Antibodies,0,Al-Afaleq et al. 2007
Thogoto_virus,Camelus_dromedarius,domestic,Isolation,2,Jones et al. 1987
Wesselsbron_virus,Camelus_dromedarius,domestic,Antibodies,0,Baba et al. 1994
African_horse_sickness_virus,Canis_adustus,wild,bcELISA,0,Alexander et al. 1995
Bluetongue_virus,Canis_adustus,wild,"ELISA, SNT",0,Alexander et al. 1995
Rabies_virus,Canis_adustus,wild,Isolation,2,Sebeta et al. 2003
Bluetongue_virus,Canis_aureus,wild,"ELISA, SNT",0,Alexander et al. 1995
African_horse_sickness_virus,Canis_familiaris,domestic,Antibodies,0,Baba et al. 1993
Barmah_Forest_virus,Canis_familiaris,domestic,Antibodies,0,Kay et al. 2007
Borna_disease_virus,Canis_familiaris,domestic,PCR,2,Zhang et al. 2014
Bunyamwera_virus,Canis_familiaris,domestic,Isolation,2,Calisher et al. 1986
Canid_herpesvirus_1,Canis_familiaris,domestic,PCR,2,Gadsden et al. 2012
Canine_adenovirus,Canis_familiaris,domestic,PCR,2,Ledbetter et al. 2009
Canine_calicivirus,Canis_familiaris,domestic,Isolation,2,Matsuuraet al. 2002
Canine_distemper_virus,Canis_familiaris,domestic,Isolation,2,Frolich et al. 2000
Canine_minute_virus,Canis_familiaris,domestic,Isolation,2,Binn et al. 1970
Canine_oral_papillomavirus,Canis_familiaris,domestic,PCR,2,Yhee et al. 2010
Crimean-Congo_hemorrhagic_fever_virus,Canis_familiaris,domestic,Antibodies,0,Shepherd et al. 1987
Everglades_virus,Canis_familiaris,domestic,Antibodies,0,Coffey et al. 2006
Hepatitis_E_virus,Canis_familiaris,domestic,Antibodies,0,Vitral et al. 2005
Human_herpesvirus_4,Canis_familiaris,domestic,PCR,2,Choi et al. 2005
Human_norovirus-Alphatron,Canis_familiaris,domestic,PCR,2,Martella et al. 2008
Human_picobirnavirus,Canis_familiaris,domestic,PAGE,0,Costa et al. 2004
Mammalian_orthoreovirus,Canis_familiaris,domestic,Isolation,2,Decaro et al. 2005
Mokola_virus,Canis_familiaris,domestic,Antibodies,0,Sabeta et al. 2007
Mumps_virus,Canis_familiaris,domestic,Antibodies,0,Stone 1969
Murray_Valley_encephalitis_virus,Canis_familiaris,domestic,Antibodies,0,Calisher et al. 2006
Rabies_virus,Canis_familiaris,domestic,PCR,2,Lembo et al. 2008
Ross_River_virus,Canis_familiaris,domestic,Antibodies,0,Digoutte et al. 1976
Sandfly_fever_Sicilian_virus,Canis_familiaris,domestic,Antibodies,0,Sakhria et al. 2014
St._Louis_encephalitis_virus,Canis_familiaris,domestic,Antibodies,0,Lillibridge et al. 2004
Suid_herpesvirus_1,Canis_familiaris,domestic,Isolation,2,Eidson et al.1953
Vaccinia_virus,Canis_familiaris,domestic,VNT,1,Peres et al. 2013
Venezuelan_equine_encephalitis_virus,Canis_familiaris,domestic,Antibodies,0,Estrada-Franco et al. 2004
Vesicular_stomatitis_Indiana_virus,Canis_familiaris,domestic,SNT,1,Webb et al. 1987b
Wesselsbron_virus,Canis_familiaris,domestic,Antibodies,0,Baba et al. 1994
Canine_adenovirus,Canis_latrans,wild,Antibodies,0,Almberg et al. 2009
Canine_coronavirus,Canis_latrans,wild,Antibodies,0,Foreyt et al. 1985
Rabies_virus,Canis_latrans,wild,Isolation,2,Behymer et al. 1974
St._Louis_encephalitis_virus,Canis_latrans,wild,Antibodies,0,Artsob et al. 1986
Vesicular_stomatitis_New_Jersey_virus,Canis_latrans,wild,Antibodies,0,Webb et al. 1987
Canine_adenovirus,Canis_lupus,wild,Antibodies,0,Almberg et al. 2009
Canine_coronavirus,Canis_lupus,wild,PCR,2,Zarnke et al. 2001
Rabies_virus,Canis_lupus,wild,PCR,2,Kuzmin et al. 2004
African_horse_sickness_virus,Canis_mesomelas,wild,Antibodies,0,Binepal et al. 1992
Bluetongue_virus,Canis_mesomelas,wild,"ELISA, SNT",0,Alexander et al. 1995
Canine_distemper_virus,Canis_mesomelas,domestic,Antibodies,0,Prager et al. 2013
Feline_panleukopenia_virus,Canis_mesomelas,wild,Antibodies,0,Alexander et al. 1994b
Rabies_virus,Canis_mesomelas,wild,Isolation,2,Zulu et al. 2009
Canine_adenovirus,Canis_simensis,wild,Antibodies,0,Laurenson et al. 1998
Canine_distemper_virus,Canis_simensis,wild,Antibodies,0,Laurenson et al. 1998
Feline_panleukopenia_virus,Canis_simensis,wild,Antibodies,0,Laurenson et al. 1998
Rabies_virus,Canis_simensis,wild,Isolation,2,Sillero-Zubiri et al. 1996
Foot-and-mouth_disease_virus,Capra_aegagrus,wild,Isolation,2,Alexandersen et al. 2003; Arzt et al. 2011 in Weaver & Karesh 2013
Peste-des-petits-ruminants_virus,Capra_aegagrus,wild,PCR,2,Abubakar et al. 2011
Akabane_virus,Capra_hircus,domestic,Antibodies,0,Davies et al. 1985
Bhanja_virus,Capra_hircus,domestic,Antibodies,0,Hubalek et al. 2009
Bluetongue_virus,Capra_hircus,domestic,Antibodies,0,Allepuz et al. 2010
Border_disease_virus,Capra_hircus,domestic,PCR,2,Kim et al. 2006
Borna_disease_virus,Capra_hircus,domestic,PCR,2,Zhang et al. 2014
Bovine_herpesvirus_1,Capra_hircus,domestic,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_4,Capra_hircus,domestic,PCR,2,Kalman & Egyed 2005
Bovine_parainfluenza_virus_3,Capra_hircus,domestic,Antibodies,0,Yang et al. 2008
Bovine_viral_diarrhea_virus_1,Capra_hircus,domestic,PCR,2,Pratelli et al. 2001
Bunyamwera_virus,Capra_hircus,domestic,Antibodies,0,Tauro et al. 2009
Caprine_arthritis_encephalitis_virus,Capra_hircus,domestic,PCR,2,Leroux et al. 2010
Caprine_herpesvirus_1,Capra_hircus,domestic,Isolation,2,Roperto et al. 2000
Crimean-Congo_hemorrhagic_fever_virus,Capra_hircus,domestic,PCR,2,Mourya et al. 2012
Dugbe_virus,Capra_hircus,domestic,Antibodies,0,Davies 1978
Epizootic_hemorrhagic_disease_virus,Capra_hircus,wild,Antibodies,0,Nol et al. 2010
Foot-and-mouth_disease_virus,Capra_hircus,domestic,Isolation,2,Ghoneim et al. 2010
Goatpox_virus,Capra_hircus,domestic,Isolation,2,Tulman et al. 2002
Hepatitis_E_virus,Capra_hircus,domestic,Antibodies,0,Meng et al.
Ife_virus,Capra_hircus,domestic,Antibodies,0,Ezefeika et al. 1989
Jaagsiekte_sheep_retrovirus,Capra_hircus,domestic,Isolation,2,York et al. 1992
Orf_virus,Capra_hircus,domestic,PCR,2,Vikoren et al. 2008
Orungo_virus,Capra_hircus,domestic,Antibodies,0,Brown et al. 1991
Ovine_herpesvirus_2,Capra_hircus,wild,PCR,2,Jacobsen et al. 2007
Palyam_virus,Capra_hircus,domestic,PCR,2,Aradaib et al. 2009
Peste-des-petits-ruminants_virus,Capra_hircus,domestic,Isolation,2,Taylor & Abegunde 1978
Rabies_virus,Capra_hircus,domestic,PCR,2,Kuzmin et al. 2004
Rift_Valley_fever_virus,Capra_hircus,domestic,PCR,2,Andriamandimby et al. 2010
Rinderpest_virus,Capra_hircus,domestic,PCR,2,Rossiter et al. 1989
Sepik_virus,Capra_hircus,domestic,Antibodies,0,Olson et al. 1984
Sheeppox_virus,Capra_hircus,domestic,PCR,2,Bhanuprakash et al. 2010
Suid_herpesvirus_1,Capra_hircus,domestic,"Cell culture, PCR",2,Salwa 2004
Trubanaman_virus,Capra_hircus,domestic,Antibodies,0,Johansen et al. 2005
Wad_Medani_virus,Capra_hircus,domestic,Antibodies,0,Darwish et al. 1983
Wesselsbron_virus,Capra_hircus,domestic,Antibodies,0,Baba et al. 1994
Bovine_herpesvirus_1,Capra_ibex,wild,Antibodies,0,Thiry et al. 1988
Cervid_herpesvirus_1,Capra_ibex,wild,Antibodies,0,Thiry et al. 1988
Goat_adenovirus,Capra_ibex,domestic,Isolation,2,Olson et al. 2004
Bluetongue_virus,Capra_pyrenaica,wild,ELISA,0,Lorca-Oro et al. 2011
Bluetongue_virus,Capreolus_capreolus,wild,Antibodies,0,Ruiz-Fons et al. 2008
Bovine_herpesvirus_1,Capreolus_capreolus,wild,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_2,Capreolus_capreolus,wild,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_4,Capreolus_capreolus,wild,PCR,2,Kalman & Egyed 2005
Bovine_viral_diarrhea_virus_1,Capreolus_capreolus,wild,Isolation,2,Becher et al. 1999
Caprine_herpesvirus_1,Capreolus_capreolus,domestic,Antibodies,0,Frolich et al. 2006
Cervid_herpesvirus_1,Capreolus_capreolus,wild,Antibodies,0,Thiry et al. 1988
Foot-and-mouth_disease_virus,Capreolus_capreolus,wild,Antibodies,0,Weaver et al. 2013
Ovine_herpesvirus_2,Capreolus_capreolus,wild,PCR,2,Vikoren et al. 2006
Bovine_viral_diarrhea_virus_1,Capricornis_crispus,wild,PCR,2,Harasawa et al. 2006
Feline_calicivirus,Caracal_caracal,wild,Antibodies,0,Thalwitzer et al. 2010
Feline_coronavirus,Caracal_caracal,wild,Antibodies,0,Thalwitzer et al. 2010
Puma_lentivirus,Caracal_caracal,wild,Antibodies,0,Thalwitzer et al. 2010
Dengue_virus,Carollia_brevicauda,wild,PCR,2,Aguilar-Setien et al. 2008
Rio_Bravo_virus,Carollia_brevicauda,wild,Antibodies,0,Ubico & McClean 1995
Venezuelan_equine_encephalitis_virus,Carollia_brevicauda,wild,Antibodies,0,Ubico & McClean 1995
Bimiti_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Catu_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Dengue_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Eastern_equine_encephalitis_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Ilheus_virus,Carollia_perspicillata,wild,Antibodies,0,Price et al. 1978
Marituba_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Mucambo_virus,Carollia_perspicillata,wild,Antibodies,0,Geevarghese & Banerjee 1990
Rabies_virus,Carollia_perspicillata,wild,Isolation,2,Tomaz et al. 2007
Rio_Bravo_virus,Carollia_perspicillata,wild,Antibodies,0,Ubico and McClean 1995
St._Louis_encephalitis_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Carollia_perspicillata,wild,Isolation,2,Calisher et al. 1982
Vesicular_stomatitis_Indiana_virus,Carollia_perspicillata,wild,plaque reduction neutralization,1,Tesh et al. 1969
Vesicular_stomatitis_New_Jersey_virus,Carollia_perspicillata,wild,Antibodies,0,Tesh et al. 1969
Yellow_fever_virus,Carollia_perspicillata,wild,Antibodies,0,Price 1978
Venezuelan_equine_encephalitis_virus,Carollia_subrufa,wild,Antibodies,0,Ubico and McClean 1995
Cowpox_virus,Castor_fiber,captive,PCR,2,Hentschke et al. 1999
Caviid_herpesvirus_1,Cavia_porcellus,captive,Isolation,2,Hsiun & Kaplow 1969; Roizman & Baines 1991
Caviid_herpesvirus_2,Cavia_porcellus,captive,Isolation,2,Griffith & Hsiungection 1980
Caviid_herpesvirus_3,Cavia_porcellus,captive,Isolation,2,Bia et al. 1980
Equid_herpesvirus_1,Cavia_porcellus,captive,PCR,2,Wohlsein et al. 2011
Guinea_pig_adenovirus,Cavia_porcellus,captive,PCR,2,Pring-Akerblom et al. 1997
Guinea_pig_type-C_oncovirus,Cavia_porcellus,captive,Isolation,2,Hsiung 1972
Murine_pneumonia_virus,Cavia_porcellus,wild,Antibodies,0,Hansen et al. 1997
Sendai_virus,Cavia_porcellus,domestic,Antibodies,0,Hansen et al. 1997
Simian_virus_10,Cavia_porcellus,domestic,Antibodies,0,Mahy 2009
Caraparu_virus,Cebus_apella,wild,Isolation,2,de Brito Magalhaes et al. 2007
Tacaiuma_virus,Cebus_apella,wild,Antibodies,0,Nunes et al. 2006
Torque_Teno_virus,Cebus_apella,wild,PCR,2,Catroxo et al. 2008
Vesicular_stomatitis_Indiana_virus,Cebus_capucinus,wild,plaque reduction neutralization,1,Tesh et al. 1969
Zaire_ebolavirus,Cephalophus_callipygus,wild,PCR,2,Lahm et al. 2007
Bluetongue_virus,Cephalophus_dorsalis,wild,agar gel immunodiffusion,0,Karesh et al. 1995
Bovine_herpesvirus_1,Cephalophus_dorsalis,wild,VNT,1,Karesh et al. 1995
O'nyong-nyong_virus,Cephalophus_dorsalis,wild,plaque reduction neutralization,1,Kading et al. 2012
Bluetongue_virus,Cephalophus_leucogaster,wild,agar gel immunodiffusion,0,Karesh et al. 1995
Bovine_herpesvirus_1,Cephalophus_leucogaster,wild,VNT,1,Karesh et al. 1995
O'nyong-nyong_virus,Cephalophus_leucogaster,wild,plaque reduction neutralization,1,Kading et al. 2012
Bluetongue_virus,Cephalophus_nigrifrons,wild,agar gel immunodiffusion,0,Karesh et al. 1995
Bovine_herpesvirus_1,Cephalophus_nigrifrons,wild,VNT,1,Karesh et al. 1995
Bluetongue_virus,Cephalophus_weynsi,wild,agar gel immunodiffusion,0,Karesh et al. 1995
Bovine_herpesvirus_1,Cephalophus_weynsi,wild,VNT,1,Karesh et al. 1995
African_horse_sickness_virus,Ceratotherium_simum,wild,ELISA,0,Fischer-Tenhagen et al. 2000
Bluetongue_virus,Ceratotherium_simum,wild,ELISA,0,Fischer-Tenhagen et al. 2000
Bovine_viral_diarrhea_virus_1,Ceratotherium_simum,wild,ELISA,0,Fischer-Tenhagen et al. 2000
Crimean-Congo_hemorrhagic_fever_virus,Ceratotherium_simum,wild,Antibodies,0,Shepherd et al. 1987
Rift_Valley_fever_virus,Ceratotherium_simum,wild,Antibodies,0,Anderson & Rowe 1998
Primate_T-lymphotropic_virus_1,Cercocebus_agilis,wild,PCR,2,Sintasatah et al. 2009
Primate_T-lymphotropic_virus_3,Cercocebus_agilis,wild,PCR,2,Sintasatah et al. 2009
Simian_foamy_virus,Cercocebus_atys,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Cercocebus_atys,wild,Isolation,2,Fultz et al. 1989
Simian_foamy_virus,Cercocebus_chrysogaster,wild,PCR,2,Schweizer et al. 1995
Simian_immunodeficiency_virus,Cercocebus_galeritus,wild,Antibodies,0,Peeters et al. 2002
Simian_foamy_virus,Cercocebus_torquatus,wild,PCR,2,Hussain et al. 2003
Chikungunya_virus,Cercopithecus_ascanius,wild,Antibodies,0,Feigi 1998
Hepatitis_B_virus,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Human_coronavirus_229E,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Human_parainfluenza_virus_1,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Human_parainfluenza_virus_2,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Human_parainfluenza_virus_3,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Human_respiratory_syncytial_virus,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Influenza_A_virus,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Influenza_B_virus,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Mumps_virus,Cercopithecus_ascanius,wild,Antibodies,0,Mutanda & Mufson 1974
Semliki_Forest_virus,Cercopithecus_ascanius,wild,Antibodies,0,Haddow 1952
Simian_hemorrhagic_fever_virus,Cercopithecus_ascanius,wild,PCR,2,Lauck et al. 2013
Uganda_S_virus,Cercopithecus_ascanius,wild,Antibodies,0,Haddow 1952
Yellow_fever_virus,Cercopithecus_ascanius,wild,Antibodies,0,Haddow 1952
Simian_foamy_virus,Cercopithecus_campbelli,wild,PCR,2,Schweizer et al. 1995
Simian_foamy_virus,Cercopithecus_cephus,wild,PCR,2,Schweizer et al. 1995
Simian_immunodeficiency_virus,Cercopithecus_cephus,wild,PCR,2,Peeters et al. 2002
Simian_foamy_virus,Cercopithecus_diana,wild,PCR,2,Hussain et al. 2003
Simian_foamy_virus,Cercopithecus_erythrotis,wild,PCR,2,Hussain et al. 2003
Simian_foamy_virus,Cercopithecus_lhoesti,wild,PCR,2,Hussain et al. 2003
Simian_foamy_virus,Cercopithecus_mitis,wild,PCR,2,Hussain et al. 2003
Simian_virus_10,Cercopithecus_mitis,wild,Isolation,2,Mahy 2009
Monkeypox_virus,Cercopithecus_mona,wild,Antibodies,0,Brack 1987
Primate_T-lymphotropic_virus_1,Cercopithecus_mona,wild,PCR,2,NA
Primate_T-lymphotropic_virus_3,Cercopithecus_mona,wild,PCR,2,Sintasatah et al. 2009
Simian_immunodeficiency_virus,Cercopithecus_mona,wild,PCR,2,Peeters et al. 2002
Yellow_fever_virus,Cercopithecus_mona,wild,Antibodies,0,Bauer et al. 1930
Simian_foamy_virus,Cercopithecus_neglectus,wild,PCR,2,Hussain et al. 2003
Simian_immunodeficiency_virus,Cercopithecus_neglectus,wild,PCR,2,Peeters et al. 2002
Primate_T-lymphotropic_virus_1,Cercopithecus_nictitans,wild,PCR,2,Sintasatah et al. 2009
Primate_T-lymphotropic_virus_3,Cercopithecus_nictitans,wild,PCR,2,Sintasatah et al. 2009
Simian_foamy_virus,Cercopithecus_nictitans,wild,PCR,2,Schweizer et al. 1995
Simian_immunodeficiency_virus,Cercopithecus_nictitans,wild,PCR,2,Peeters et al. 2002
Monkeypox_virus,Cercopithecus_petaurista,wild,Antibodies,0,Brack 1987
Semliki_Forest_virus,Cercopithecus_pogonias,wild,Antibodies,0,Haddow 1952
Simian_foamy_virus,Cercopithecus_pogonias,wild,PCR,2,Schweizer et al. 1995
Simian_foamy_virus,Cercopithecus_solatus,wild,PCR,2,Schweizer et al. 1995
Canine_distemper_virus,Cerdocyon_thous,wild,PCR,2,Megid et al. 2009
Bluetongue_virus,Cervus_elaphus,wild,Antibodies,0,Ruiz-Fons et al. 2008
Bovine_herpesvirus_1,Cervus_elaphus,wild,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_2,Cervus_elaphus,wild,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_4,Cervus_elaphus,wild,PCR,2,Kalman & Egyed 2005
Bovine_viral_diarrhea_virus_1,Cervus_elaphus,domestic,PCR,2,Glawishnig et al. 2010
Caprine_herpesvirus_1,Cervus_elaphus,domestic,Antibodies,0,Frolich et al. 2006
