name,exact,type,order,class,family,genus,species
human immunodeficiency virus 2,true,viruses,Ortervirales,Revtraviricetes,Retroviridae,Lentivirus,Human immunodeficiency virus 2
human metapneumovirus,true,viruses,Mononegavirales,Monjiviricetes,Pneumoviridae,Metapneumovirus,Human metapneumovirus
human papillomavirus 1,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Mupapillomavirus,Mupapillomavirus 1
human papillomavirus 10,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2
human papillomavirus 16,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 9
human papillomavirus 18,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 7
human papillomavirus 2,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4
human papillomavirus 26,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 5
human papillomavirus 32,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 1
human papillomavirus 34,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 11
human papillomavirus 4,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1
human papillomavirus 41,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Nupapillomavirus,Nupapillomavirus 1
human papillomavirus 48,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 2
human papillomavirus 49,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3
human papillomavirus 5,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1
human papillomavirus 50,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 3
human papillomavirus 53,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 6
human papillomavirus 54,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 13
human papillomavirus 6,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10
human papillomavirus 60,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 4
human papillomavirus 61,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3
human papillomavirus 63,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Mupapillomavirus,Mupapillomavirus 2
human papillomavirus 7,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 8
human papillomavirus 88,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 5
human papillomavirus 9,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2
human parainfluenza virus 1,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Human respirovirus 1
human parainfluenza virus 2,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Human orthorubulavirus 2
human parainfluenza virus 3,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Respirovirus,Human respirovirus 3
human parainfluenza virus 4,true,viruses,Mononegavirales,Monjiviricetes,Paramyxoviridae,Orthorubulavirus,Human orthorubulavirus 4
human parechovirus,true,viruses,Picornavirales,Pisoniviricetes,Picornaviridae,Parechovirus,Parechovirus A
human picobirnavirus,true,viruses,Durnavirales,Duplopiviricetes,Picobirnaviridae,Picobirnavirus,Human picobirnavirus
human polyomavirus 1,true,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Human polyomavirus 1
human polyomavirus 2,true,viruses,Sepolyvirales,Papovaviricetes,Polyomaviridae,Betapolyomavirus,Human polyomavirus 2
human torovirus,true,viruses,Nidovirales,Pisoniviricetes,Tobaniviridae,Torovirus,Human torovirus
ikoma lyssavirus,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Lyssavirus,Ikoma lyssavirus
indiana vesiculovirus,true,viruses,Mononegavirales,Monjiviricetes,Rhabdoviridae,Vesiculovirus,Indiana vesiculovirus
jaagsiekte sheep retrovirus,true,viruses,Ortervirales,Revtraviricetes,Retroviridae,Betaretrovirus,Jaagsiekte sheep retrovirus
lambdapapillomavirus 2,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 2
lambdapapillomavirus 4,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 4
lambdapapillomavirus 5,true,viruses,Zurhausenvirales,Papovaviricetes,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 5
leporid herpesvirus 4,true,viruses,Herpesvirales,Herviviricetes,Herpesviridae,Simplexvirus,Leporid alphaherpesvirus 4
